"","site","year","tree","growth12","cones","growth5","slope","aspect","dbh","crown.class","height","crown.fullness","BA5","BA10","BA20","Leadershoots","conematur","coneinit","resinarea2","totalresinarea","meanductsize","wue","wuecentered","cwd","FDSI"
"1","BD",2000,"168",0.596666667,0,0.558,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,0,26.6,0.0418491621043986,0.088,0.044,17.6342056400735,0.162665386557592,48.9355994587882,-0.214831852728617
"2","BD",2000,"160",0.362333333,0,0.558,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,0,0.413112310229147,0.079,0.01975,16.966528269004,-0.505011984511814,48.9355994587882,-0.214831852728617
"3","BD",2000,"166",0.7995,0,0.72,0.8,303,28.3,"co",8.5,4,60,50,60,56,0,0,0.517181726724528,0.324,0.036,16.7059546991903,-0.765585554325536,48.9355994587882,-0.214831852728617
"4","BD",2001,"160",0.473333333,0,0.278,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,0,1.49567123795261,0.248,0.0177142857142857,16.966528269004,-0.505011984511814,48.9355994587882,-0.49507550413779
"5","BD",2001,"168",0.519666667,0.2,0.531,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,26.6,0,0.147402853958901,0.31,0.031,17.6342056400735,0.162665386557592,48.9355994587882,-0.49507550413779
"6","BD",2001,"166",0.535,0,0.55,0.8,303,28.3,"co",8.5,4,60,50,60,56,0,56,0.142615024188762,0.091,0.0303333333333333,16.7059546991903,-0.765585554325536,48.9355994587882,-0.49507550413779
"7","BD",2002,"159",0.105333333,0,0.092,1.2,168,59,"dom",13.3,8,20,20,40,167,0,0,0,0,0,17.6550846849065,0.183544431390629,48.9355994587882,-0.645251883883394
"8","BD",2002,"161",0.157333333,0,0.495,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,0,98.4,0,0,0,17.8743663937286,0.402826140212721,48.9355994587882,-0.645251883883394
"9","BD",2002,"166",0.4135,1,0.418,0.8,303,28.3,"co",8.5,4,60,50,60,56,56,11.2,0.090277127976033,0.057,0.0285,16.7059546991903,-0.765585554325536,48.9355994587882,-0.645251883883394
"10","BD",2002,"160",0.169,0,0.598,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,86.000000043,0,0,0,16.966528269004,-0.505011984511814,48.9355994587882,-0.645251883883394
"11","BD",2002,"165",0.0655,0.5,0.076,6,265,24.8,"co",12,5,60,30,40,45,22.5,0,0,0,0,18.6478271584655,1.1762869049496,48.9355994587882,-0.645251883883394
"12","BD",2002,"168",0.345,0,0.494,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,0,53.2,0.0249280622862536,0.052,0.026,17.6342056400735,0.162665386557592,48.9355994587882,-0.645251883883394
"13","BD",2003,"161",0.625,0.8,0.153,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,98.4,0,0.352460206270408,0.58,0.0252173913043478,17.8743663937286,0.402826140212721,48.9355994587882,0.720792318389681
"14","BD",2003,"165",0.3635,0,0.273,6,265,24.8,"co",12,5,60,30,40,45,0,0,0.252856308138442,0.222,0.0201818181818182,18.6478271584655,1.1762869049496,48.9355994587882,0.720792318389681
"15","BD",2003,"163",0.521333333,0,0.252,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,0,0.190360556344342,0.334,0.0303636363636364,17.3106899663631,-0.160850287152748,48.9355994587882,0.720792318389681
"16","BD",2003,"166",0.764,0.2,0.708,0.8,303,28.3,"co",8.5,4,60,50,60,56,11.2,0,0.233006964985538,0.143,0.0286,16.7059546991903,-0.765585554325536,48.9355994587882,0.720792318389681
"17","BD",2003,"168",0.643,0.4,0.494,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,53.2,0,0.135660973549019,0.291,0.0323333333333333,17.6342056400735,0.162665386557592,48.9355994587882,0.720792318389681
"18","BD",2003,"164",0.116,0.2,0.173,7,279,31.6,"dom",12.7,6,35,60,0,76,15.2,0,0.178474851270957,0.033,0.0165,17.3106899663631,-0.160850287152748,48.9355994587882,0.720792318389681
"19","BD",2003,"159",0.389666667,0,0.233,1.2,168,59,"dom",13.3,8,20,20,40,167,0,0,0.0562382960696104,0.111,0.0222,17.6550846849065,0.183544431390629,48.9355994587882,0.720792318389681
"20","BD",2003,"160",0.819,0.666666667,0.168,1.9,266,37.5,"dom",11.9,9,35,30,40,129,86.000000043,0,1.59387452841377,0.286,0.0190666666666667,16.966528269004,-0.505011984511814,48.9355994587882,0.720792318389681
"21","BD",2004,"161",0.5,0,0.52,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,0,0,0.0926286487003652,0.152,0.0304,17.8743663937286,0.402826140212721,48.9355994587882,-0.486799789014352
"22","BD",2004,"167",0.738666667,0,0.664,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,0,0,0.201930536703096,0.38,0.0271428571428571,17.8430346497573,0.371494396241477,48.9355994587882,-0.486799789014352
"23","BD",2004,"165",0.2465,0,0.188,6,265,24.8,"co",12,5,60,30,40,45,0,0,0,0,0,18.6478271584655,1.1762869049496,48.9355994587882,-0.486799789014352
"24","BD",2004,"163",0.261333333,0,0.582,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,0,0.0761265314537046,0.131,0.03275,17.3106899663631,-0.160850287152748,48.9355994587882,-0.486799789014352
"25","BD",2004,"168",0.88,0,0.904,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,0,0,0.019478725558559,0.042,0.042,17.6342056400735,0.162665386557592,48.9355994587882,-0.486799789014352
"26","BD",2004,"159",0.296666667,0,0.381,1.2,168,59,"dom",13.3,8,20,20,40,167,0,0,0.015973187726546,0.032,0.032,17.6550846849065,0.183544431390629,48.9355994587882,-0.486799789014352
"27","BD",2004,"166",1.1395,0,1.037,0.8,303,28.3,"co",8.5,4,60,50,60,56,0,11.2,0.415268036996927,0.25,0.0277777777777778,16.7059546991903,-0.765585554325536,48.9355994587882,-0.486799789014352
"28","BD",2004,"160",0.559333333,0,0.672,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,0,0.33432341693607,0.055,0.0275,16.966528269004,-0.505011984511814,48.9355994587882,-0.486799789014352
"29","BD",2004,"164",0.125333333,0,0.265,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0.0324993670748262,0.007,0.007,17.3106899663631,-0.160850287152748,48.9355994587882,-0.486799789014352
"30","BD",2005,"161",0.479666667,0,0.467,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,0,196.8,0.0677067001379314,0.111,0.0185,17.8743663937286,0.402826140212721,48.9355994587882,0.112809236513046
"31","BD",2005,"168",0.432666667,0,0.553,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,0,212.8,0.0295755173867073,0.063,0.0315,17.6342056400735,0.162665386557592,48.9355994587882,0.112809236513046
"32","BD",2005,"159",0.142333333,0,0.116,1.2,168,59,"dom",13.3,8,20,20,40,167,0,100.2,0.0133244355713574,0.027,0.0135,17.6550846849065,0.183544431390629,48.9355994587882,0.112809236513046
"33","BD",2005,"165",0.3085,0,0.216,6,265,24.8,"co",12,5,60,30,40,45,0,9,0.0271303406306756,0.022,0.022,18.6478271584655,1.1762869049496,48.9355994587882,0.112809236513046
"34","BD",2005,"160",0.584333333,0,0.503,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,42.999999957,0.681132755700828,0.128,0.016,16.966528269004,-0.505011984511814,48.9355994587882,0.112809236513046
"35","BD",2005,"163",0.274666667,0,0.331,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,140.8,0.00977293892871492,0.017,0.017,17.3106899663631,-0.160850287152748,48.9355994587882,0.112809236513046
"36","BD",2005,"162",0.567333333,0,0.252,6,158,35.4,"co",10,8,50,60,80,134,0,134,0.0200374438377166,0.03,0.03,16.7997458000636,-0.671794453452311,48.9355994587882,0.112809236513046
"37","BD",2005,"164",0.186,0,0.149,7,279,31.6,"dom",12.7,6,35,60,0,76,0,15.2,0.815796251949209,0.15,0.0166666666666667,17.3106899663631,-0.160850287152748,48.9355994587882,0.112809236513046
"38","BD",2005,"166",1.1765,0.2,0.919,0.8,303,28.3,"co",8.5,4,60,50,60,56,11.2,145.6,0.388567826887894,0.248,0.0354285714285714,16.7059546991903,-0.765585554325536,48.9355994587882,0.112809236513046
"39","BD",2005,"167",0.708333333,0,0.599,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,0,88.2,0.0716444414376186,0.135,0.027,17.8430346497573,0.371494396241477,48.9355994587882,0.112809236513046
"40","BD",2006,"161",0.088,1.6,0.439,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,196.8,123,0.00688382502065257,0.011,0.011,17.8743663937286,0.402826140212721,48.9355994587882,-0.852264771396688
"41","BD",2006,"159",0.040333333,0.6,0.116,1.2,168,59,"dom",13.3,8,20,20,40,167,100.2,0,0.00625885435310831,0.013,0.013,17.6550846849065,0.183544431390629,48.9355994587882,-0.852264771396688
"42","BD",2006,"160",0.061333333,0.333333333,0.458,1.9,266,37.5,"dom",11.9,9,35,30,40,129,42.999999957,0,0.141184996168804,0.025,0.025,16.966528269004,-0.505011984511814,48.9355994587882,-0.852264771396688
"43","BD",2006,"163",0.101333333,1.6,0.223,7.6,288,30.2,"dom",9.9,6,30,20,40,88,140.8,0,0.0635466123539957,0.113,0.0188333333333333,17.3106899663631,-0.160850287152748,48.9355994587882,-0.852264771396688
"44","BD",2006,"164",0.064,0.2,0.04,7,279,31.6,"dom",12.7,6,35,60,0,76,15.2,0,0.211235110115739,0.047,0.01175,17.3106899663631,-0.160850287152748,48.9355994587882,-0.852264771396688
"45","BD",2006,"166",0.7255,2.6,0.746,0.8,303,28.3,"co",8.5,4,60,50,60,56,145.6,0,0.395608778794355,0.262,0.0262,16.7059546991903,-0.765585554325536,48.9355994587882,-0.852264771396688
"46","BD",2006,"162",0.474333333,1,0.064,6,158,35.4,"co",10,8,50,60,80,134,134,0,0.185130406260627,0.276,0.023,16.7997458000636,-0.671794453452311,48.9355994587882,-0.852264771396688
"47","BD",2006,"167",0.465666667,0.6,0.504,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,88.2,0,0.0981685333215502,0.182,0.0303333333333333,17.8430346497573,0.371494396241477,48.9355994587882,-0.852264771396688
"48","BD",2006,"168",0.199333333,1.6,0.163,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,212.8,26.6,0.0587820908521779,0.129,0.0258,17.6342056400735,0.162665386557592,48.9355994587882,-0.852264771396688
"49","BD",2006,"165",0.061,0.2,0.054,6,265,24.8,"co",12,5,60,30,40,45,9,0,0,0,0,18.6478271584655,1.1762869049496,48.9355994587882,-0.852264771396688
"50","BD",2007,"159",0.37,0,0.229,1.2,168,59,"dom",13.3,8,20,20,40,167,0,0,0.146415352059626,0.305,0.0169444444444444,17.6550846849065,0.183544431390629,48.9355994587882,0.573331743617971
"51","BD",2007,"160",0.907666667,0,0.572,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,107.499999957,1.28566426489747,0.26,0.0236363636363636,16.966528269004,-0.505011984511814,48.9355994587882,0.573331743617971
"52","BD",2007,"162",1.379666667,0,0.179,6,158,35.4,"co",10,8,50,60,80,134,0,107.2,0.241158700977425,0.368,0.0283076923076923,16.7997458000636,-0.671794453452311,48.9355994587882,0.573331743617971
"53","BD",2007,"167",0.862666667,0,0.64,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,0,0,0.121979609155562,0.223,0.0371666666666667,17.8430346497573,0.371494396241477,48.9355994587882,0.573331743617971
"54","BD",2007,"164",0.194333333,0,0.236,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0.0997008917857045,0.018,0.018,17.3106899663631,-0.160850287152748,48.9355994587882,0.573331743617971
"55","BD",2007,"163",0.278666667,0,0.162,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,0,0.192538442225375,0.345,0.0246428571428571,17.3106899663631,-0.160850287152748,48.9355994587882,0.573331743617971
"56","BD",2007,"161",0.804333333,1,0.766,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,123,49.2,0.22038033102852,0.36,0.0211764705882353,17.8743663937286,0.402826140212721,48.9355994587882,0.573331743617971
"57","BD",2007,"165",0.4025,0,0.361,6,265,24.8,"co",12,5,60,30,40,45,0,18,0.23359836527864,0.192,0.024,18.6478271584655,1.1762869049496,48.9355994587882,0.573331743617971
"58","BD",2007,"168",0.681,0.2,0.728,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,26.6,133,0.255231441347006,0.541,0.0257619047619048,17.6342056400735,0.162665386557592,48.9355994587882,0.573331743617971
"59","BD",2007,"166",0.941,0,0.793,0.8,303,28.3,"co",8.5,4,60,50,60,56,0,78.4,0.146982736164994,0.099,0.02475,16.7059546991903,-0.765585554325536,48.9355994587882,0.573331743617971
"60","BD",2008,"160",0.406333333,0.833333333,0.214,1.9,266,37.5,"dom",11.9,9,35,30,40,129,107.499999957,0,1.6987296062275,0.292,0.01825,16.966528269004,-0.505011984511814,48.9355994587882,-0.414358659525551
"61","BD",2008,"161",0.571,0.4,0.516,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,49.2,98.4,0.0742934471204521,0.123,0.0246,17.8743663937286,0.402826140212721,48.9355994587882,-0.414358659525551
"62","BD",2008,"163",0.221666667,0,0.271,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,105.6,0.0224832452662788,0.041,0.0205,17.3106899663631,-0.160850287152748,48.9355994587882,-0.414358659525551
"63","BD",2008,"164",0.193666667,0,0.154,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0.300437423231979,0.066,0.0165,17.3106899663631,-0.160850287152748,48.9355994587882,-0.414358659525551
"64","BD",2008,"166",0.8125,1.4,0.677,0.8,303,28.3,"co",8.5,4,60,50,60,56,78.4,22.4,0.217474232359217,0.137,0.0274,16.7059546991903,-0.765585554325536,48.9355994587882,-0.414358659525551
"65","BD",2008,"159",0.219333333,0,0.17,1.2,168,59,"dom",13.3,8,20,20,40,167,0,33.4,0.0201537349938168,0.042,0.021,17.6550846849065,0.183544431390629,48.9355994587882,-0.414358659525551
"66","BD",2008,"165",0.304,0.4,0.421,6,265,24.8,"co",12,5,60,30,40,45,18,9,0.157604133483609,0.128,0.0256,18.6478271584655,1.1762869049496,48.9355994587882,-0.414358659525551
"67","BD",2008,"167",0.650333333,0,0.515,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,0,58.8,0.0810029970616327,0.148,0.0246666666666667,17.8430346497573,0.371494396241477,48.9355994587882,-0.414358659525551
"68","BD",2008,"162",1.046666667,0.8,0.224,6,158,35.4,"co",10,8,50,60,80,134,107.2,26.8,0.0733213299490497,0.111,0.0222,16.7997458000636,-0.671794453452311,48.9355994587882,-0.414358659525551
"69","BD",2008,"168",0.501333333,1,0.534,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,133,53.2,0.0274128235623441,0.062,0.031,17.6342056400735,0.162665386557592,48.9355994587882,-0.414358659525551
"70","BD",2009,"161",0.929666667,0.8,0.92,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,98.4,24.6,0.0946745562130177,0.16,0.02,17.8743663937286,0.402826140212721,48.9355994587882,-0.0683266544322485
"71","BD",2009,"159",0.283666667,0.2,0.235,1.2,168,59,"dom",13.3,8,20,20,40,167,33.4,33.4,0.02297768854953,0.046,0.023,17.6550846849065,0.183544431390629,48.9355994587882,-0.0683266544322485
"72","BD",2009,"163",0.313,1.2,0.284,7.6,288,30.2,"dom",9.9,6,30,20,40,88,105.6,0,0.0618270043544759,0.111,0.0222,17.3106899663631,-0.160850287152748,48.9355994587882,-0.0683266544322485
"73","BD",2009,"168",0.974666667,0.4,0.871,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,53.2,0,0.0182122491945633,0.04,0.02,17.6342056400735,0.162665386557592,48.9355994587882,-0.0683266544322485
"74","BD",2009,"162",1.077666667,0.2,0.224,6,158,35.4,"co",10,8,50,60,80,134,26.8,0,0.0499058174086809,0.075,0.025,16.7997458000636,-0.671794453452311,48.9355994587882,-0.0683266544322485
"75","BD",2009,"164",0.241666667,0,0.264,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0.0739071576012147,0.013,0.013,17.3106899663631,-0.160850287152748,48.9355994587882,-0.0683266544322485
"76","BD",2009,"165",0.433,0.2,0.441,6,265,24.8,"co",12,5,60,30,40,45,9,0,0.0353298344614515,0.029,0.029,18.6478271584655,1.1762869049496,48.9355994587882,-0.0683266544322485
"77","BD",2009,"166",0.9885,0.4,0.933,0.8,303,28.3,"co",8.5,4,60,50,60,56,22.4,0,0.3318433680145,0.194,0.0323333333333333,16.7059546991903,-0.765585554325536,48.9355994587882,-0.0683266544322485
"78","BD",2009,"167",0.829333333,0.4,0.813,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,58.8,0,0.0738101761855056,0.132,0.0188571428571429,17.8430346497573,0.371494396241477,48.9355994587882,-0.0683266544322485
"79","BD",2009,"160",0.972666667,0,0.484,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,42.999999957,1.27710547104214,0.263,0.0239090909090909,16.966528269004,-0.505011984511814,48.9355994587882,-0.0683266544322485
"80","BD",2010,"165",0.34,0,0.269,6,265,24.8,"co",12,5,60,30,40,45,0,0,0.0362912895679091,0.03,0.015,18.6478271584655,1.1762869049496,48.9355994587882,0.557319537259257
"81","BD",2010,"164",0.105,0,0.177,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0,0,0,17.3106899663631,-0.160850287152748,48.9355994587882,0.557319537259257
"82","BD",2010,"161",0.760666667,0.2,0.59,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,24.6,98.4,0.1044763968813,0.177,0.0160909090909091,17.8743663937286,0.402826140212721,48.9355994587882,0.557319537259257
"83","BD",2010,"162",1.174666667,0,0.16,6,158,35.4,"co",10,8,50,60,80,134,0,80.4,0.303381615057128,0.464,0.0244210526315789,16.7997458000636,-0.671794453452311,48.9355994587882,0.557319537259257
"84","BD",2010,"163",0.172666667,0,0.324,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,35.2,0.0106146650279039,0.019,0.019,17.3106899663631,-0.160850287152748,48.9355994587882,0.557319537259257
"85","BD",2010,"159",0.241666667,0.2,0.272,1.2,168,59,"dom",13.3,8,20,20,40,167,33.4,0,0.0211401269677992,0.043,0.0215,17.6550846849065,0.183544431390629,48.9355994587882,0.557319537259257
"86","BD",2010,"160",0.856,0.333333333,0.49,1.9,266,37.5,"dom",11.9,9,35,30,40,129,42.999999957,129,0.954700123419884,0.163,0.020375,16.966528269004,-0.505011984511814,48.9355994587882,0.557319537259257
"87","BD",2010,"166",1.0415,0,0.957,0.8,303,28.3,"co",8.5,4,60,50,60,56,0,67.2,0.561008476804889,0.338,0.026,16.7059546991903,-0.765585554325536,48.9355994587882,0.557319537259257
"88","BD",2010,"168",0.557666667,0,0.549,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,0,26.6,0.0323311053452557,0.071,0.0236666666666667,17.6342056400735,0.162665386557592,48.9355994587882,0.557319537259257
"89","BD",2010,"167",0.624333333,0,0.618,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,0,117.6,0.158918082165107,0.288,0.036,17.8430346497573,0.371494396241477,48.9355994587882,0.557319537259257
"90","BD",2011,"159",0.227333333,0,0.242,1.2,168,59,"dom",13.3,8,20,20,40,167,0,0,0.0500586624318319,0.099,0.012375,17.6550846849065,0.183544431390629,48.9355994587882,-0.729418073275023
"91","BD",2011,"163",0.309666667,0.4,0.177,7.6,288,30.2,"dom",9.9,6,30,20,40,88,35.2,0,0.0957877700023402,0.17,0.0242857142857143,17.3106899663631,-0.160850287152748,48.9355994587882,-0.729418073275023
"92","BD",2011,"166",0.911,1.2,0.895,0.8,303,28.3,"co",8.5,4,60,50,60,56,67.2,0,0.0406656554890752,0.026,0.026,16.7059546991903,-0.765585554325536,48.9355994587882,-0.729418073275023
"93","BD",2011,"168",0.571333333,0.2,0.582,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,26.6,0,0.214933545393812,0.472,0.0214545454545455,17.6342056400735,0.162665386557592,48.9355994587882,-0.729418073275023
"94","BD",2011,"167",0.444666667,0.8,0.443,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,117.6,147,0.0631426822780634,0.116,0.0232,17.8430346497573,0.371494396241477,48.9355994587882,-0.729418073275023
"95","BD",2011,"164",0.208666667,0,0.125,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0.351596070361406,0.063,0.01575,17.3106899663631,-0.160850287152748,48.9355994587882,-0.729418073275023
"96","BD",2011,"161",0.525666667,0.8,0.378,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,98.4,147.6,0.0322628776347761,0.053,0.0176666666666667,17.8743663937286,0.402826140212721,48.9355994587882,-0.729418073275023
"97","BD",2011,"162",0.872333333,0.6,0.214,6,158,35.4,"co",10,8,50,60,80,134,80.4,0,0.0645661157024793,0.098,0.0245,16.7997458000636,-0.671794453452311,48.9355994587882,-0.729418073275023
"98","BD",2011,"165",0.3455,0,0.348,6,265,24.8,"co",12,5,60,30,40,45,0,0,0.093914819421107,0.081,0.0135,18.6478271584655,1.1762869049496,48.9355994587882,-0.729418073275023
"99","BD",2011,"160",0.632,1,0.45,1.9,266,37.5,"dom",11.9,9,35,30,40,129,129,64.5,1.94194635046169,0.383,0.01915,16.966528269004,-0.505011984511814,48.9355994587882,-0.729418073275023
"100","BD",2012,"162",1.166666667,0,0.221,6,158,35.4,"co",10,8,50,60,80,134,0,0,0.340332776339509,0.519,0.0235909090909091,16.7997458000636,-0.671794453452311,48.9355994587882,-0.648944111097679
"101","BD",2012,"167",0.440666667,1,0.335,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,147,0,0.160341345700104,0.302,0.0201333333333333,17.8430346497573,0.371494396241477,48.9355994587882,-0.648944111097679
"102","BD",2012,"163",0.153666667,0,0.26,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,0,0.0705282998940615,0.127,0.015875,17.3106899663631,-0.160850287152748,48.9355994587882,-0.648944111097679
"103","BD",2012,"165",0.2065,0,0.121,6,265,24.8,"co",12,5,60,30,40,45,0,0,0.0830857292055374,0.072,0.0144,18.6478271584655,1.1762869049496,48.9355994587882,-0.648944111097679
"104","BD",2012,"161",0.221333333,1.2,0.241,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,147.6,0,0.0893798937076555,0.141,0.017625,17.8743663937286,0.402826140212721,48.9355994587882,-0.648944111097679
"105","BD",2012,"168",0.462,0,0.503,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,0,0,0.0732159516302358,0.155,0.0221428571428571,17.6342056400735,0.162665386557592,48.9355994587882,-0.648944111097679
"106","BD",2012,"160",0.222666667,0.5,0.128,1.9,266,37.5,"dom",11.9,9,35,30,40,129,64.5,0,1.03896942845915,0.193,0.0193,16.966528269004,-0.505011984511814,48.9355994587882,-0.648944111097679
"107","BD",2012,"166",0.5795,0,0.428,0.8,303,28.3,"co",8.5,4,60,50,60,56,0,0,0.945276106389581,0.615,0.0279545454545455,16.7059546991903,-0.765585554325536,48.9355994587882,-0.648944111097679
"108","BD",2012,"164",0.190333333,0,0.183,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0.339531244035078,0.078,0.0156,17.3106899663631,-0.160850287152748,48.9355994587882,-0.648944111097679
"109","BD",2012,"159",0.127,0,0.131,1.2,168,59,"dom",13.3,8,20,20,40,167,0,0,0.0535972094257918,0.077,0.01925,17.6550846849065,0.183544431390629,48.9355994587882,-0.648944111097679
"110","BD",2013,"162",1.599,0,0.383,6,158,35.4,"co",10,8,50,60,80,134,0,134,0.147532764189758,0.234,0.0167142857142857,16.7997458000636,-0.671794453452311,48.9355994587882,-0.559368323261945
"111","BD",2013,"165",0.326,0,0.485,6,265,24.8,"co",12,5,60,30,40,45,0,18,0.114775894382604,0.104,0.0148571428571429,18.6478271584655,1.1762869049496,48.9355994587882,-0.559368323261945
"112","BD",2013,"159",0.414666667,0,0.323,1.2,168,59,"dom",13.3,8,20,20,40,167,0,33.4,0.0596892270675875,0.129,0.0215,17.6550846849065,0.183544431390629,48.9355994587882,-0.559368323261945
"113","BD",2013,"167",0.684333333,0,0.613,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,0,117.6,0.0807249122279078,0.154,0.0256666666666667,17.8430346497573,0.371494396241477,48.9355994587882,-0.559368323261945
"114","BD",2013,"163",0.042,0,0.139,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,0,0,0,0,17.3106899663631,-0.160850287152748,48.9355994587882,-0.559368323261945
"115","BD",2013,"160",0.612666667,0,0.366,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,0,0.581692930754247,0.119,0.0238,16.966528269004,-0.505011984511814,48.9355994587882,-0.559368323261945
"116","BD",2013,"166",0.352,0,0.37,0.8,303,28.3,"co",8.5,4,60,50,60,56,0,44.8,0.252901411442777,0.179,0.0255714285714286,16.7059546991903,-0.765585554325536,48.9355994587882,-0.559368323261945
"117","BD",2013,"168",0.430333333,0,0.109,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,0,133,0.0604626442526217,0.127,0.0254,17.6342056400735,0.162665386557592,48.9355994587882,-0.559368323261945
"118","BD",2013,"164",0.314,0,0.363,7,279,31.6,"dom",12.7,6,35,60,0,76,0,0,0.434095605216093,0.079,0.0263333333333333,17.3106899663631,-0.160850287152748,48.9355994587882,-0.559368323261945
"119","BD",2013,"161",0.835333333,0,0.945,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,0,0,0.24536395064634,0.395,0.0112857142857143,17.8743663937286,0.402826140212721,48.9355994587882,-0.559368323261945
"120","BD",2014,"165",0.259,0.4,0.302,6,265,24.8,"co",12,5,60,30,40,45,18,9,0.173358204890524,0.16,0.0177777777777778,18.6478271584655,1.1762869049496,48.9355994587882,0.27506092473165
"121","BD",2014,"161",0.681666667,0,0.863,0.8,173,40.3,"dom",12.2,7.5,20,40,20,123,0,221.4,0.206805946535352,0.345,0.0215625,17.8743663937286,0.402826140212721,48.9355994587882,0.27506092473165
"122","BD",2014,"160",0.563333333,0,0.422,1.9,266,37.5,"dom",11.9,9,35,30,40,129,0,193.5,0.605599443703476,0.102,0.034,16.966528269004,-0.505011984511814,48.9355994587882,0.27506092473165
"123","BD",2014,"163",0.189333333,0,0.207,7.6,288,30.2,"dom",9.9,6,30,20,40,88,0,35.2,0.0491313772972455,0.087,0.0145,17.3106899663631,-0.160850287152748,48.9355994587882,0.27506092473165
"124","BD",2014,"167",0.566,0.8,0.475,1.8,184,39.4,"co",10.1,6.5,40,60,20,147,117.6,294,0.0813198200659356,0.159,0.053,17.8430346497573,0.371494396241477,48.9355994587882,0.27506092473165
"125","BD",2014,"166",0.2585,0.8,0.321,0.8,303,28.3,"co",8.5,4,60,50,60,56,44.8,123.2,0.590468678961353,0.436,0.0242222222222222,16.7059546991903,-0.765585554325536,48.9355994587882,0.27506092473165
"126","BD",2014,"162",1.233666667,1,0.522,6,158,35.4,"co",10,8,50,60,80,134,134,0,0.267723826021484,0.421,0.0191363636363636,16.7997458000636,-0.671794453452311,48.9355994587882,0.27506092473165
"127","BD",2014,"159",0.355333333,0.2,0.355,1.2,168,59,"dom",13.3,8,20,20,40,167,33.4,167,0,0,0,17.6550846849065,0.183544431390629,48.9355994587882,0.27506092473165
"128","BD",2014,"164",0.359333333,0,0.351,7,279,31.6,"dom",12.7,6,35,60,0,76,0,15.2,1.27249823086205,0.296,0.0227692307692308,17.3106899663631,-0.160850287152748,48.9355994587882,0.27506092473165
"129","BD",2014,"168",0.229333333,1,0.116,7.2,280,41.4,"dom",10.2,8.5,20,30,0,133,133,26.6,0.078919986745952,0.161,0.023,17.6342056400735,0.162665386557592,48.9355994587882,0.27506092473165
