site,year,month,ppt,tmin,tmean,tmax,vpdmin,vpdmax,vpdmean
LH,2012,2,55.65,-6.8,-0.7,5.4,0.94,6.54,3.74
LH,2012,3,0,1.3,9,16.6,3.88,17.9,10.89
LH,2012,4,36.02,3.3,11,18.7,2.45,18.55,10.5
LH,2012,5,43.95,6.2,14.3,22.4,3.3,24.32,13.81
LH,2012,6,10.31,13.4,22.2,31.1,7.7,40.8,24.25
LH,2012,7,98.33,15.8,23.4,31,6.1,36.1,21.1
LH,2012,8,10.09,14.2,22.1,30,6.8,35.49,21.145
LH,2012,9,55.11,10.3,17.9,25.5,4.93,28.11,16.52
LH,2012,10,31.53,2.2,9.4,16.6,2.43,16.39,9.41
LH,2012,11,8.52,0.1,7.4,14.6,2.56,13.87,8.215
LH,2012,12,17.15,-5.6,0.9,7.4,1.77,8.73,5.25
LH,2013,1,7.3,-6.7,0.1,7,1.83,8.98,5.405
LH,2013,2,31.66,-6.8,-0.4,6.1,1.15,7.56,4.355
LH,2013,3,47.95,-3.7,3.3,10.3,1.45,10.4,5.925
LH,2013,4,103.66,-2.3,5,12.3,1.4,12.58,6.99
LH,2013,5,70.22,6,13,20,3.04,19.61,11.325
LH,2013,6,16.23,11.3,19.8,28.3,4.9,32.97,18.935
LH,2013,7,40.33,14.5,21.7,29,4.14,30.03,17.085
LH,2013,8,45.14,14.2,21.9,29.6,4.72,32.6,18.66
LH,2013,9,411.84,11.3,17.7,24.1,3.11,21.89,12.5
LH,2013,10,47.32,2.4,8.4,14.4,1.74,12.09,6.915
LH,2013,11,11.25,-1,5.6,12.2,1.94,11.76,6.85
LH,2013,12,13.27,-7.3,-0.6,6.1,1.68,8.27,4.975
LH,2014,1,44.2,-5.6,1.1,7.7,1.78,8.74,5.26
LH,2014,2,26.7,-8,-0.9,6.1,0.81,7.61,4.21
LH,2014,3,40.39,-2.9,4.8,12.6,1.47,12.88,7.175
LH,2014,4,54.89,1.3,8.4,15.5,2.01,14.51,8.26
LH,2014,5,124.75,5.5,12.4,19.2,2.11,16.88,9.495
LH,2014,6,29.65,9.9,18,26.1,3,26.37,14.685
LH,2014,7,94.62,14.7,21.9,29.1,4.37,30.24,17.305
LH,2014,8,39.72,13.1,20.1,27.1,3.86,26.38,15.12
LH,2014,9,61.3,10,17.3,24.6,2.94,23.06,13
LH,2014,10,29.93,5,12.4,19.8,2.86,18.04,10.45
LH,2014,11,20.78,-3.4,3.3,10,2.23,11.03,6.63
LH,2014,12,33.28,-5.4,1.1,7.5,1.49,8.23,4.86
LH,2015,1,10.96,-4.9,2,8.9,1.34,8.83,5.085
LH,2015,2,102.02,-4.9,1.9,8.6,1.42,9.52,5.47
LH,2015,3,12.47,-0.8,6.4,13.6,1.97,13.68,7.825
LH,2015,4,120.04,1.9,8.7,15.5,1.62,13.68,7.65
LH,2015,5,186.23,4.9,10.4,15.8,0.56,10.58,5.57
LH,2015,6,56.35,12,19.4,26.8,2.07,24.86,13.465
LH,2015,7,70.39,13.3,20.7,28.2,2.76,28.69,15.725
LH,2015,8,14.32,13.6,21.7,29.8,5.04,33.55,19.295
LH,2015,9,7.02,11.3,19.6,27.8,4.93,30.84,17.885
LH,2015,10,54.24,6.5,13,19.4,2.36,16.52,9.44
LH,2015,11,46.6,-2.1,4.6,11.4,1.77,11.36,6.565
LH,2015,12,28.07,-5.3,0.5,6.3,1.65,7.57,4.61
LH,2016,1,8.73,-5,1.2,7.3,1.48,7.94,4.71
LH,2016,2,42.95,-2.6,4.1,10.9,2.04,11.21,6.625
LH,2016,3,96.1,-1.5,5.4,12.2,1.84,11.71,6.775
LH,2016,4,89.24,2,8.2,14.4,1.84,12.4,7.12
LH,2016,5,58.89,4.5,11.1,17.8,1.41,14.33,7.87
LH,2016,6,34.42,12.8,20.7,28.5,3.93,30.56,17.245
LH,2016,7,18.25,14.8,22.9,30.9,5.02,36.15,20.585
LH,2016,8,30.79,12.8,20.6,28.4,4.2,31.15,17.675
LH,2016,9,13.63,9.2,17.4,25.5,3.34,25.61,14.475
LH,2016,10,10.72,6,13.9,21.8,3.9,21.97,12.935
LH,2016,11,14.45,1.2,8.3,15.4,2.77,14.73,8.75
LH,2016,12,26.92,-8,-0.8,6.5,1.16,8.06,4.61
LH,2017,1,44.37,-6.2,-0.5,5.3,1.2,6.4,3.8
LH,2017,2,21.54,-1.6,5.1,11.9,2.39,11.76,7.075
LH,2017,3,29.95,0.5,8.3,16.1,2.3,15.49,8.895
LH,2017,4,85.8,1,8.4,15.8,1.54,14.59,8.065
LH,2017,5,168.28,4.8,12,19.2,1.5,16.61,9.055
LH,2017,6,12.72,11.5,19.6,27.7,4.25,29.85,17.05
LH,2017,7,34.65,14.9,22.6,30.3,5.15,33.44,19.295
LH,2017,8,43.8,12.6,20,27.3,3.49,26.8,15.145
LH,2017,9,51.62,9.7,16.9,24.1,3.85,24.36,14.105
LH,2017,10,61.81,2.4,9.9,17.4,2.29,16.15,9.22
LH,2017,11,20.02,0.3,7.6,14.9,1.7,13.7,7.7
LH,2017,12,19.07,-5.3,2.2,9.6,1.79,10.52,6.155
LH,2018,1,20.27,-4.7,2.2,9.1,1.67,9.75,5.71
LH,2018,2,28.68,-7.7,-0.6,6.6,0.9,7.95,4.425
LH,2018,3,52.82,-2.3,5.3,12.8,1.53,11.68,6.605
LH,2018,4,35.95,0,7.9,15.7,1.8,14.74,8.27
LH,2018,5,134.01,7.8,14.4,21,2.02,17.7,9.86
LH,2018,6,51.17,12.3,20.5,28.7,5.46,32.53,18.995
LH,2018,7,47.1,14.3,22,29.7,4.41,31.75,18.08
LH,2018,8,13.1,13,20.8,28.7,4.39,31.29,17.84
LH,2018,9,24.67,10.9,18.9,27,5.23,30.12,17.675
LH,2018,10,67.35,2.4,8.9,15.4,1.38,13.32,7.35
LH,2018,11,34.38,-2.7,3.6,10,1.36,9.54,5.45
LH,2018,12,4.9,-5.3,1,7.3,1.61,8.15,4.88
LH,2019,1,48.34,-5.1,1.1,7.4,1.4,7.85,4.625
LH,2019,2,17.49,-8.1,-1.2,5.7,1.02,7.49,4.255
LH,2019,3,76.17,-4,2.5,9,0.89,8.55,4.72
LH,2019,4,45.68,2,9.1,16.2,1.68,14.6,8.14
LH,2019,5,110.09,3.2,9.2,15.2,1.37,12.46,6.915
LH,2019,6,64.74,9.9,17.3,24.8,3.26,23.93,13.595
LH,2019,7,64.24,14.7,22.6,30.4,4.85,33.4,19.125
LH,2019,8,11.06,14.1,22.3,30.5,3.63,35.22,19.425
LH,2019,9,24.15,10.9,19.4,27.9,4.26,30.86,17.56
LH,2019,10,53.35,-0.7,6.8,14.4,2.01,14.92,8.465
LH,2019,11,66.27,-3.3,3.7,10.7,1.33,10.76,6.045
LH,2019,12,9.65,-3.3,2.2,7.8,1.86,8.43,5.145
LH,2020,1,0,-3.9,2.2,8.4,2.03,8.69,5.36
LH,2020,2,58.37,-7.8,-1,5.7,1,7.38,4.19
LH,2020,3,77.16,-1.3,5.3,11.9,1.15,10.61,5.88
LH,2020,4,73.54,-0.9,6.9,14.8,1.68,14.62,8.15
LH,2020,5,56.08,6.2,13.9,21.5,1.7,19.37,10.535
LH,2020,6,59.65,11.7,20,28.2,4.93,31.71,18.32
LH,2020,7,15.13,14.7,22.8,30.8,5.47,36.34,20.905
LH,2020,8,16.17,14.2,23,31.7,7.17,39.34,23.255
LH,2020,9,34.72,8.6,17.1,25.5,4.62,29.93,17.275
LH,2020,10,21.13,1.9,10,18,3.33,19.2,11.265
LH,2020,11,26.65,-0.3,6.8,14,2.78,13.99,8.385
LH,2020,12,15.96,-4.4,2,8.4,2.1,9.49,5.795
LH,2021,1,9,-4.8,1.3,7.4,1.6,7.97,4.785
LH,2021,2,33.81,-9.6,-2.8,3.9,1,6.91,3.955
LH,2021,3,82.03,-2.8,3.6,10.1,1.43,9.56,5.495
LH,2021,4,77.98,-0.6,6.6,13.9,2.1,13.6,7.85
LH,2021,5,146.09,5.4,12.2,18.9,1.76,16.28,9.02
LH,2021,6,61.49,12.5,20.3,28.1,5.31,30.53,17.92
LH,2021,7,47.46,15.3,22.7,30.2,5.48,32.25,18.865
LH,2021,8,39.62,14.1,21.8,29.5,5.76,32.63,19.195
LH,2021,9,18.25,11.3,19.4,27.6,6.1,32.37,19.235
LH,2021,10,6.25,3.9,11.4,19,2.89,17.99,10.44
WT1,1999,1,17.14,-7.8,-1.8,4.2,1.72,6.46,4.09
WT1,1999,2,12.03,-7.2,-0.3,6.5,1.93,8.2,5.065
WT1,1999,3,25.35,-5.1,1.5,8.2,1.66,8.77,5.215
WT1,1999,4,164.11,-5.3,1,7.3,1.49,7.95,4.72
WT1,1999,5,135.14,-0.2,6.4,12.9,1.46,11.18,6.32
WT1,1999,6,44.7,5.4,12.2,19,2.93,16.35,9.64
WT1,1999,7,105.35,9.3,15.9,22.5,1.38,16.82,9.1
WT1,1999,8,113.61,8.1,14.6,21.1,0.67,13.77,7.22
WT1,1999,9,33.72,3,10.3,17.6,1.31,12.98,7.145
WT1,1999,10,34.71,-1.6,6.8,15.1,2.23,14.37,8.3
WT1,1999,11,10,-2.7,4.7,12.1,3.13,12.79,7.96
WT1,1999,12,38.07,-9.7,-3,3.7,1.06,6.51,3.785
WT1,2000,1,20.15,-7.9,-1.8,4.3,1.44,6.49,3.965
WT1,2000,2,17.51,-6.3,0.1,6.6,1.59,7.58,4.585
WT1,2000,3,96.66,-6.9,-0.3,6.4,0.72,6.6,3.66
WT1,2000,4,48.28,-2.7,4.8,12.2,1.52,11.6,6.56
WT1,2000,5,47.51,3.6,10.3,17,3.07,15.97,9.52
WT1,2000,6,51.17,5.9,13.1,20.3,1.94,16.96,9.45
WT1,2000,7,67.61,9.1,16.5,23.9,2.66,20.61,11.635
WT1,2000,8,64.63,9.2,16.7,24.2,2.87,22.16,12.515
WT1,2000,9,33.31,5.6,13,20.4,3.78,19.67,11.725
WT1,2000,10,36.87,-0.5,5.9,12.3,1.8,10.59,6.195
WT1,2000,11,18.2,-10.8,-4.4,2,0.91,5.23,3.07
WT1,2000,12,14.79,-10.1,-3.4,3.3,1.06,6.12,3.59
WT1,2001,1,23.62,-11.5,-4.9,1.8,1.05,5.76,3.405
WT1,2001,2,30.92,-8.3,-2.1,4,1.45,6.47,3.96
WT1,2001,3,72.2,-7.2,-1,5.2,0.57,6.04,3.305
WT1,2001,4,34.18,-1.5,4.8,11,2.1,10.86,6.48
WT1,2001,5,88.28,1.6,8.6,15.5,1.47,13.22,7.345
WT1,2001,6,30.84,6.4,14.1,21.7,3.41,20.84,12.125
WT1,2001,7,70.92,10,17.2,24.3,3.57,22.76,13.165
WT1,2001,8,107.96,8.2,15.5,22.8,2.35,19.68,11.015
WT1,2001,9,24.5,5,12.9,20.8,3.02,19.76,11.39
WT1,2001,10,14.97,-0.2,7.1,14.4,2.39,13.32,7.855
WT1,2001,11,27.29,-4.9,1.9,8.7,1.37,8.67,5.02
WT1,2001,12,12.34,-9.5,-3,3.5,1.45,6.24,3.845
WT1,2002,1,24.83,-10.3,-3.5,3.3,1.41,6.52,3.965
WT1,2002,2,25.5,-12.3,-4.1,4,1.07,6.83,3.95
WT1,2002,3,24.1,-8.6,-1.7,5.3,1.7,7.86,4.78
WT1,2002,4,8.14,-1.2,5.9,13.1,2.48,12.91,7.695
WT1,2002,5,18.04,1,8.4,15.9,2.67,15.56,9.115
WT1,2002,6,26.45,8.5,16.2,23.9,4.72,24.95,14.835
WT1,2002,7,51.11,9.5,17.2,24.9,3.52,24.23,13.875
WT1,2002,8,22.77,7.9,15.9,23.9,3.27,22.68,12.975
WT1,2002,9,75.42,5.1,12.1,19.1,2.94,17.27,10.105
WT1,2002,10,36.67,-3.1,3.9,10.9,1.23,9.7,5.465
WT1,2002,11,11.06,-7,-0.4,6.3,1.37,7.57,4.47
WT1,2002,12,10,-9.5,-3.5,2.5,1.34,5.85,3.595
WT1,2003,1,9.2,-6.9,-0.2,6.6,1.46,7.9,4.68
WT1,2003,2,61.18,-11,-4.5,2,0.79,5.09,2.94
WT1,2003,3,128.96,-6.3,0,6.3,1.32,7.62,4.47
WT1,2003,4,50.27,-2.5,4,10.5,1.58,10,5.79
WT1,2003,5,60.24,1.2,8.5,15.7,1.46,14.18,7.82
WT1,2003,6,75.38,4.1,11.2,18.3,1.58,13.95,7.765
WT1,2003,7,54.33,10.1,18.4,26.7,4.96,27.75,16.355
WT1,2003,8,72.84,8.6,16.4,24.1,2.58,22.02,12.3
WT1,2003,9,55.97,2.4,10.3,18.3,1.42,15.4,8.41
WT1,2003,10,12.53,0.5,8.6,16.7,2.61,15.91,9.26
WT1,2003,11,17.07,-5.4,0.6,6.6,1.55,7.3,4.425
WT1,2003,12,24.05,-8.6,-1.6,5.3,1.17,7.05,4.11
WT1,2004,1,26.3,-9.5,-2.9,3.7,1.11,6.04,3.575
WT1,2004,2,51.45,-11.6,-4.9,1.8,0.64,4.7,2.67
WT1,2004,3,21.19,-4.3,3,10.4,1.47,10.5,5.985
WT1,2004,4,160.05,-2.8,3.4,9.6,1.24,8.99,5.115
WT1,2004,5,21.25,2.2,9.5,16.8,3.16,16.5,9.83
WT1,2004,6,83.45,4.9,12.3,19.7,2.26,17.26,9.76
WT1,2004,7,184.43,7.3,14.4,21.4,1.63,16.79,9.21
WT1,2004,8,48.59,6.4,13.5,20.5,1.34,15.58,8.46
WT1,2004,9,32.04,4.4,11.7,19.1,2.53,16.95,9.74
WT1,2004,10,32.93,-0.7,5.9,12.5,1.18,10.3,5.74
WT1,2004,11,55.51,-6.7,-0.7,5.2,0.7,5.97,3.335
WT1,2004,12,25.36,-8.5,-1.9,4.7,1.25,6.85,4.05
WT1,2005,1,72,-6.4,-0.6,5.2,1.14,6.66,3.9
WT1,2005,2,20.02,-8.5,-2.2,4.1,0.73,5.37,3.05
WT1,2005,3,77.28,-7.9,-1.1,5.7,0.78,7.03,3.905
WT1,2005,4,88.27,-3.3,3.4,10.1,1.26,9.86,5.56
WT1,2005,5,32.47,1.4,8.2,15,1.42,12.78,7.1
WT1,2005,6,29.68,5.8,13.2,20.6,2.98,19.7,11.34
WT1,2005,7,47.09,8.8,17.1,25.4,4.2,26.32,15.26
WT1,2005,8,81.68,7.4,14.6,21.7,2.3,17.8,10.05
WT1,2005,9,28.54,6.5,13.5,20.5,3.4,18.49,10.945
WT1,2005,10,44.7,0,6.9,13.7,1.48,11.39,6.435
WT1,2005,11,12.91,-4.7,2.2,9.1,2.07,9.71,5.89
WT1,2005,12,20.92,-9.5,-3.1,3.4,1.28,6.36,3.82
WT1,2006,1,25.64,-7.9,-1.4,5.2,1.53,7.32,4.425
WT1,2006,2,10.03,-9.9,-2.5,4.9,1.24,7.47,4.355
WT1,2006,3,33.3,-6.7,-0.3,6.2,1.33,7.4,4.365
WT1,2006,4,18.92,-1.6,5.6,12.9,2.33,12.76,7.545
WT1,2006,5,30.25,2.4,9.4,16.5,2.45,15.28,8.865
WT1,2006,6,46.94,6.2,13.7,21.2,3.85,20.88,12.365
WT1,2006,7,166.58,7.9,14.6,21.3,2.06,17.67,9.865
WT1,2006,8,124.94,8.7,13.9,19.1,1.26,13.88,7.57
WT1,2006,9,49.24,0.4,7.3,14.1,1,11.3,6.15
WT1,2006,10,58.65,-2.6,3.8,10.1,1.28,9.05,5.165
WT1,2006,11,17.22,-5.8,0.3,6.4,1.6,8,4.8
WT1,2006,12,62.26,-10.1,-3.9,2.2,0.89,5.25,3.07
WT1,2007,1,28.48,-13.5,-6.8,-0.1,0.73,4.64,2.685
WT1,2007,2,28.8,-9.2,-3.1,3,1.04,5.98,3.51
WT1,2007,3,24.71,-5.9,0.4,6.7,1.22,7.68,4.45
WT1,2007,4,133.42,-5.4,1.8,9,0.95,7.63,4.29
WT1,2007,5,95.71,-1,6.6,14.1,0.82,9.37,5.095
WT1,2007,6,74.63,4.8,12.6,20.3,2.24,16.88,9.56
WT1,2007,7,127.81,8.7,15.8,22.8,1.97,18.62,10.295
WT1,2007,8,75.44,9.3,16.5,23.7,1.6,19.59,10.595
WT1,2007,9,27.5,5.6,12.7,19.7,1.92,16.38,9.15
WT1,2007,10,25.33,0.2,7.5,14.8,2.22,13.96,8.09
WT1,2007,11,8.31,-4.7,2.4,9.5,1.86,10.46,6.16
WT1,2007,12,61.9,-11.1,-4.8,1.5,0.61,4.39,2.5
WT1,2008,1,26.64,-12.3,-5.7,0.9,0.87,4.76,2.815
WT1,2008,2,38.71,-10,-3.2,3.6,0.64,5.72,3.18
WT1,2008,3,71.32,-8.2,-1.4,5.4,0.82,7.01,3.915
WT1,2008,4,37.8,-4.3,2.4,9.2,1.88,9.89,5.885
WT1,2008,5,42.67,0.5,7.1,13.6,1.65,12.61,7.13
WT1,2008,6,41.87,5.3,13.4,21.4,3.34,21.02,12.18
WT1,2008,7,62.35,8.8,16.4,24,2.7,22.21,12.455
WT1,2008,8,205.08,7.7,14.9,22,1.81,18.25,10.03
WT1,2008,9,12.02,3.5,10.7,17.9,1.44,13.89,7.665
WT1,2008,10,21.14,-0.4,6.9,14.2,2.27,13.14,7.705
WT1,2008,11,9.69,-4.2,2.5,9.2,1.89,9.76,5.825
WT1,2008,12,54.77,-9.5,-3.2,3.2,0.94,5.47,3.205
WT1,2009,1,31.73,-7.7,-1,5.6,1.62,7.62,4.62
WT1,2009,2,12.59,-6.9,-0.5,5.8,1.52,7.45,4.485
WT1,2009,3,35.32,-5.3,1.3,8,1.85,9.03,5.44
WT1,2009,4,98.57,-4.1,2.7,9.6,1.47,9.64,5.555
WT1,2009,5,83.25,2.4,9,15.6,1.47,12.6,7.035
WT1,2009,6,59.37,5.3,12,18.6,2.02,15.35,8.685
WT1,2009,7,128.01,7.9,15.6,23.3,2.21,21.2,11.705
WT1,2009,8,37.81,7.4,15.1,22.7,2.52,20.48,11.5
WT1,2009,9,42.8,3.5,10.7,17.9,1.56,15.06,8.31
WT1,2009,10,96.96,-3.3,3.5,10.2,1.43,9.97,5.7
WT1,2009,11,23.69,-4.2,2.5,9.3,2.23,9.91,6.07
WT1,2009,12,21.49,-12.3,-5.9,0.5,1.04,4.91,2.975
WT1,2010,1,8.36,-9.8,-3.1,3.6,1.26,5.92,3.59
WT1,2010,2,66.47,-12.3,-5.6,1.1,0.69,4.61,2.65
WT1,2010,3,148.05,-7.9,-1,6,1.21,7.43,4.32
WT1,2010,4,63.81,-2.5,3.8,10.1,1.57,9.75,5.66
WT1,2010,5,37.96,0.4,7,13.5,2.05,12.55,7.3
WT1,2010,6,16.96,7.5,14.8,22.1,4.12,21.67,12.895
WT1,2010,7,93.17,9.4,16.5,23.6,2.56,21.06,11.81
WT1,2010,8,88.78,8.7,15.8,22.8,2.44,18.42,10.43
WT1,2010,9,10.61,6.2,14.4,22.6,4.26,23.14,13.7
WT1,2010,10,8.63,0.3,7.4,14.4,2.01,13.1,7.555
WT1,2010,11,9.85,-6.4,0,6.5,1.84,7.82,4.83
WT1,2010,12,19.37,-6.7,-0.4,5.9,1.41,6.83,4.12
WT1,2011,1,22.02,-10.9,-3.8,3.3,1.28,6.35,3.815
WT1,2011,2,73.1,-11.3,-4.5,2.3,1.4,6.35,3.875
WT1,2011,3,19.42,-4.8,2,8.8,1.85,9.73,5.79
WT1,2011,4,48.81,-2.6,4.4,11.4,1.97,11.22,6.595
WT1,2011,5,47.14,-0.1,6.7,13.4,2.04,12.68,7.36
WT1,2011,6,3.19,7.1,15.2,23.3,4.97,24.89,14.93
WT1,2011,7,75.89,10.4,18.1,25.8,2.88,24.51,13.695
WT1,2011,8,88.19,9.8,17.4,25,2.69,23.19,12.94
WT1,2011,9,27.11,4.9,11.6,18.4,2.41,15.14,8.775
WT1,2011,10,42.84,-0.5,6.3,13.2,2.03,12.06,7.045
WT1,2011,11,37.44,-5.3,0.9,7.1,1.83,7.89,4.86
WT1,2011,12,92.58,-11.2,-4.4,2.4,0.82,5.11,2.965
WT1,2012,1,9.5,-7.8,-1,5.8,1.51,7.65,4.58
WT1,2012,2,26.74,-10.4,-4.1,2.3,0.95,5.25,3.1
WT1,2012,3,16.27,-3.7,3,9.7,2.57,10.94,6.755
WT1,2012,4,91.18,-1,5.9,12.7,1.71,11.99,6.85
WT1,2012,5,49.88,2.1,9.2,16.3,2.51,15.33,8.92
WT1,2012,6,23.28,9.3,16.6,23.9,5.94,24.88,15.41
WT1,2012,7,45.94,10.1,17.1,24.2,3.62,22.37,12.995
WT1,2012,8,34.51,8.9,16.3,23.7,2.94,22.59,12.765
WT1,2012,9,40.08,5,12.1,19.2,3.18,17.51,10.345
WT1,2012,10,8.1,-0.8,6.6,14,2.53,12.68,7.605
WT1,2012,11,5.68,-3.2,3.3,9.8,2.68,10.45,6.565
WT1,2012,12,24.23,-9,-2.7,3.6,1.38,6.08,3.73
WT1,2013,1,14.12,-11.1,-4.5,2.2,1.34,6.13,3.735
WT1,2013,2,68.17,-10.9,-4.6,1.8,0.85,5.33,3.09
WT1,2013,3,60.51,-7.2,-0.2,6.8,1.28,8.1,4.69
WT1,2013,4,38.1,-5.6,1.5,8.7,1.06,8.51,4.785
WT1,2013,5,44.75,1.1,7.5,14,2.38,12.8,7.59
WT1,2013,6,15.68,7.6,15.3,22.9,4.82,22.95,13.885
WT1,2013,7,218.03,8.8,15.7,22.6,1.47,18.61,10.04
WT1,2013,8,89.56,9.2,15.8,22.5,2.68,18.59,10.635
WT1,2013,9,86.57,7,13,19,2.36,14.36,8.36
WT1,2013,10,35.51,-1.9,4.8,11.4,1.53,10.42,5.975
WT1,2013,11,46.65,-5.3,0.6,6.5,1.25,7.15,4.2
WT1,2013,12,11.15,-9.8,-3.2,3.3,1.2,6.47,3.835
WT1,2014,1,12.61,-9.5,-2.4,4.8,1.44,6.58,4.01
WT1,2014,2,24.55,-8.6,-2.3,4.1,1.31,6.55,3.93
WT1,2014,3,84.67,-6.5,0.4,7.3,1.19,8.28,4.735
WT1,2014,4,69.63,-3.5,3.2,9.8,1.24,9.43,5.335
WT1,2014,5,54.9,1.1,7.5,13.9,2.14,12.44,7.29
WT1,2014,6,22.43,6.7,14,21.3,4.36,21.1,12.73
WT1,2014,7,256.3,9.2,15.8,22.4,2.23,18.6,10.415
WT1,2014,8,50.15,7.5,14.1,20.6,1.38,15.83,8.605
WT1,2014,9,33.43,5.8,12.6,19.5,1.88,15.28,8.58
WT1,2014,10,43.27,0.4,7.5,14.5,2.01,12.3,7.155
WT1,2014,11,22.19,-5.9,0.8,7.5,1.65,7.93,4.79
WT1,2014,12,27.66,-8.9,-2.7,3.5,1.12,5.99,3.555
WT1,2015,1,25.62,-7.9,-1.4,5,1.1,6.46,3.78
WT1,2015,2,103.74,-8.5,-1.9,4.8,1.29,6.91,4.1
WT1,2015,3,30.75,-5.2,1.7,8.7,1.07,8.98,5.025
WT1,2015,4,107.15,-2.5,3.7,10,1.58,9.58,5.58
WT1,2015,5,201.65,0.8,6.2,11.6,0.58,8.14,4.36
WT1,2015,6,61.6,8,14.7,21.4,2.28,18.31,10.295
WT1,2015,7,134.61,9.1,15.2,21.4,1.8,16.03,8.915
WT1,2015,8,49.08,8.8,15.8,22.7,2.19,18.97,10.58
WT1,2015,9,14.91,7,14.1,21.3,2.88,19,10.94
WT1,2015,10,57.04,1.7,8.3,14.8,1.26,11.74,6.5
WT1,2015,11,36.99,-5.4,0.9,7.3,1.77,7.76,4.765
WT1,2015,12,9.37,-8.7,-3,2.6,1.4,5.71,3.555
WT1,2016,1,15.6,-9.9,-3.7,2.5,1.14,5.62,3.38
WT1,2016,2,63.45,-6.8,-0.5,5.9,1.67,7.81,4.74
WT1,2016,3,18.23,-5.9,0.8,7.5,1.51,8.03,4.77
WT1,2016,4,142.65,-3.3,2.8,8.9,1.3,8.29,4.795
WT1,2016,5,57.75,0.7,6.8,12.9,1.71,11,6.355
WT1,2016,6,37.95,8,15.2,22.3,2.86,19.83,11.345
WT1,2016,7,56.06,9.8,17.2,24.6,2.97,23.88,13.425
WT1,2016,8,76.83,7.3,14.2,21,1.46,16.7,9.08
WT1,2016,9,17.62,6,13,20,2.89,17.43,10.16
WT1,2016,10,3.33,2,9.3,16.7,3.14,15.42,9.28
WT1,2016,11,2.42,-3.6,3,9.7,1.73,9.51,5.62
WT1,2016,12,18.39,-9.2,-2.7,3.7,1.31,6.02,3.665
WT1,2017,1,35.41,-8.7,-3.2,2.2,1,4.8,2.9
WT1,2017,2,23.62,-4.9,0.8,6.5,1.74,7.46,4.6
WT1,2017,3,93.33,-2.8,3.9,10.6,2.17,10.47,6.32
WT1,2017,4,184.21,-2.8,3.6,10,1.36,9.25,5.305
WT1,2017,5,174.53,0.5,6.9,13.3,1.32,10.93,6.125
WT1,2017,6,32.53,7.6,14.7,21.8,3.4,19.87,11.635
WT1,2017,7,130.38,9.6,16.1,22.7,2.51,17.92,10.215
WT1,2017,8,100.19,7.4,13.9,20.5,1.58,15.01,8.295
WT1,2017,9,58.63,6.1,12.1,18,2.48,14.4,8.44
WT1,2017,10,25.16,-0.7,6.6,13.8,2.04,12.51,7.275
WT1,2017,11,16.79,-1.5,4.6,10.7,2.15,10.44,6.295
WT1,2017,12,9.37,-6.9,-0.7,5.5,1.79,7.61,4.7
WT1,2018,1,13.13,-7.5,-1,5.5,1.77,7.07,4.42
WT1,2018,2,20.28,-7.9,-1.9,4.1,1.11,6.39,3.75
WT1,2018,3,27.68,-5.7,0.8,7.3,1.81,8.48,5.145
WT1,2018,4,19.34,-2.4,4.2,10.9,1.91,10.48,6.195
WT1,2018,5,19.4,4,10.8,17.6,2.73,16.71,9.72
WT1,2018,6,9.63,9.2,16.6,24,5.78,25.58,15.68
WT1,2018,7,111.34,10.1,17.3,24.5,3.24,22.65,12.945
WT1,2018,8,71.02,8.4,15.2,22,2.16,17.89,10.025
WT1,2018,9,44.75,7.3,13.9,20.4,4.41,18.63,11.52
WT1,2018,10,62.93,-1.1,5.1,11.3,1.17,9.57,5.37
WT1,2018,11,30.53,-7.1,-1.1,4.9,1.16,6.4,3.78
WT1,2018,12,22.99,-9.8,-3.4,3,1.16,5.82,3.49
WT1,2019,1,76.34,-9.7,-3.4,3,1.04,5.71,3.375
WT1,2019,2,31.84,-9.5,-3.4,2.6,1.22,5.84,3.53
WT1,2019,3,48.69,-6.5,-0.1,6.4,0.83,6.73,3.78
WT1,2019,4,56.78,-2.1,4.1,10.3,1.48,9.37,5.425
WT1,2019,5,110.18,-0.5,5.4,11.2,1.28,9.3,5.29
WT1,2019,6,42.26,5.2,12.3,19.3,2.69,16.46,9.575
WT1,2019,7,132.33,9.6,16.8,24.1,3.49,21.44,12.465
WT1,2019,8,55.06,9.7,16.9,24.1,3.12,21.44,12.28
WT1,2019,9,4.35,7.7,14.7,21.8,3.4,20.27,11.835
WT1,2019,10,60.58,-3.7,3.9,11.6,2.06,11.27,6.665
WT1,2019,11,20.73,-5.8,1.1,8,1.35,8.14,4.745
WT1,2019,12,30.43,-7.9,-2,4,1.47,6.11,3.79
WT1,2020,1,12.42,-9.2,-2.9,3.3,1.19,5.49,3.34
WT1,2020,2,62.89,-11.1,-4.3,2.5,0.93,5.65,3.29
WT1,2020,3,24.45,-4.2,1.8,7.7,1.24,7.97,4.605
WT1,2020,4,12.4,-3.8,3.1,10,1.4,9.88,5.64
WT1,2020,5,23.55,2.4,9.8,17.1,1.78,15.38,8.58
WT1,2020,6,16.44,8.3,15.1,22,4.68,21.43,13.055
WT1,2020,7,58.54,9.7,16.9,24,3.33,22.61,12.97
WT1,2020,8,29.79,10.6,18,25.5,5.17,26.34,15.755
WT1,2020,9,52.97,4.8,12.2,19.6,3.91,18.46,11.185
WT1,2020,10,46.64,-1.2,7.1,15.3,3.1,15.3,9.2
WT1,2020,11,20.96,-3.8,2.3,8.4,2.17,8.84,5.505
