site,year,tree,growth12,conematur,resinarea2,totalresinarea,meanductsize,wuecentered,cwd,FDSI
WT2,2016,83,1.576,0,0.203412377,0.284,0.020285714,-0.753597752,102.0186908,-1.521462024
WT2,2016,82,1.361,98.4,0.225379591,0.274,0.022833333,0.256516571,102.0186908,-1.521462024
WT2,2016,77,0.938,74.99999997,0.065023734,0.091,0.011375,0.298213898,102.0186908,-1.521462024
WT2,2016,149,0.866,73.50000002,0.079443542,0.072,0.018,0.496322907,102.0186908,-1.521462024
WT2,2016,79,1.49,170.0000001,0.134134237,0.185,0.030833333,0.152288213,102.0186908,-1.521462024
WT2,2016,151,1.062,113,0.114188112,0.158,0.01975,-0.108189228,102.0186908,-1.521462024
WT2,2016,150,2.338,0,0.370309039,0.497,0.0310625,-0.524675656,102.0186908,-1.521462024
WT2,2017,82,1.375,172.2,0.081291645,0.09,0.03,0.256516571,102.0186908,-1.323700854
WT2,2017,150,3.096,0,0.386556271,0.518,0.028777778,-0.524675656,102.0186908,-1.323700854
WT2,2017,83,2.268,0,0.198386139,0.259,0.032375,-0.753597752,102.0186908,-1.323700854
WT2,2017,151,1.879,45.2,0.196626931,0.259,0.037,-0.108189228,102.0186908,-1.323700854
WT2,2017,77,1.036,74.99999997,0.160966927,0.216,0.027,0.298213898,102.0186908,-1.323700854
WT2,2017,79,1.573,153,0.294703397,0.389,0.035363636,0.152288213,102.0186908,-1.323700854
WT2,2017,81,1.303,56.57142858,0.105587001,0.13,0.0325,0.600621814,102.0186908,-1.323700854
WT2,2017,78,0.793,0,0.245043218,0.122,0.020333333,0.058500957,102.0186908,-1.323700854
WT2,2017,149,0.952,10.50000002,0.107810335,0.101,0.02525,0.496322907,102.0186908,-1.323700854
WT2,2017,80,1.664,28,0.30182344,0.457,0.032642857,-0.358122046,102.0186908,-1.323700854
WT2,2018,77,0.032,0,0.012497917,0.018,0.018,0.298213898,102.0186908,-1.694700233
WT2,2018,151,0.187,0,0.018556693,0.031,0.0155,-0.108189228,102.0186908,-1.694700233
WT2,2018,83,0.908,0,0.173774952,0.246,0.0205,-0.753597752,102.0186908,-1.694700233
WT2,2018,149,0.201,0,0.070044474,0.066,0.033,0.496322907,102.0186908,-1.694700233
WT2,2018,82,0.305,0,0.09004758,0.102,0.0255,0.256516571,102.0186908,-1.694700233
WT2,2018,80,0.313,0,0.027277962,0.045,0.0225,-0.358122046,102.0186908,-1.694700233
WT2,2018,81,0.161,0,0.039537193,0.047,0.015666667,0.600621814,102.0186908,-1.694700233
WT2,2018,79,0.585,0,0.140628299,0.193,0.027571429,0.152288213,102.0186908,-1.694700233
WT2,2018,150,0.341,0,0.009563769,0.014,0.014,-0.524675656,102.0186908,-1.694700233
WT2,2019,83,1.861,144.2,0.274383283,0.4,0.030769231,-0.753597752,102.0186908,-0.701832422
WT2,2019,82,1.18,123,0.144943939,0.169,0.021125,0.256516571,102.0186908,-0.701832422
WT2,2019,151,0.795,180.8,0.189422258,0.316,0.026333333,-0.108189228,102.0186908,-0.701832422
WT2,2019,77,0.72,54,0.151483863,0.212,0.0212,0.298213898,102.0186908,-0.701832422
WT2,2019,149,0.727,105,0.178816347,0.171,0.0171,0.496322907,102.0186908,-0.701832422
WT2,2019,78,0.536,57,0.38275668,0.186,0.0186,0.058500957,102.0186908,-0.701832422
WT2,2019,150,2.014,57.6,0.485793214,0.638,0.037529412,-0.524675656,102.0186908,-0.701832422
WT2,2019,81,0.831,0,0.17100348,0.205,0.018636364,0.600621814,102.0186908,-0.701832422
WT2,2019,80,0.886,67.2,0.196791157,0.293,0.026636364,-0.358122046,102.0186908,-0.701832422
WT2,2019,79,0.724,166.6,0.025848052,0.034,0.034,0.152288213,102.0186908,-0.701832422
WT2,2020,83,0.641,0,0.144569551,0.206,0.0206,-0.753597752,102.0186908,-1.600130774
WT2,2020,78,0.287,0,0.064419624,0.032,0.008,0.058500957,102.0186908,-1.600130774
WT2,2020,80,0.418,0,0.032526076,0.048,0.024,-0.358122046,102.0186908,-1.600130774
WT2,2020,82,0.61,0,0.217319763,0.251,0.020916667,0.256516571,102.0186908,-1.600130774
WT2,2020,151,0.219,0,0.041198592,0.066,0.0165,-0.108189228,102.0186908,-1.600130774
WT2,2020,149,0.094,0,0.016872539,0.016,0.008,0.496322907,102.0186908,-1.600130774
WT2,2020,81,0.27,0,0.111775563,0.137,0.022833333,0.600621814,102.0186908,-1.600130774
WT2,2020,77,0.162,0,0.092499505,0.137,0.011416667,0.298213898,102.0186908,-1.600130774
WT2,2020,150,0.459,0,0.061590956,0.06,0.02,-0.524675656,102.0186908,-1.600130774
WT2,2020,79,0.278,0,0.11431682,0.151,0.021571429,0.152288213,102.0186908,-1.600130774
