site,year,tree,growth12,conematur,resinarea2,totalresinarea,meanductsize,wuecentered,cwd,FDSI
BD,2000,168,0.596666667,0,0.041849162,0.088,0.044,0.162665387,48.93559946,-0.214831853
BD,2000,160,0.362333333,0,0.41311231,0.079,0.01975,-0.505011985,48.93559946,-0.214831853
BD,2000,166,0.7995,0,0.517181727,0.324,0.036,-0.765585554,48.93559946,-0.214831853
BD,2001,160,0.473333333,0,1.495671238,0.248,0.017714286,-0.505011985,48.93559946,-0.495075504
BD,2001,168,0.519666667,26.6,0.147402854,0.31,0.031,0.162665387,48.93559946,-0.495075504
BD,2001,166,0.535,0,0.142615024,0.091,0.030333333,-0.765585554,48.93559946,-0.495075504
BD,2002,159,0.105333333,0,0,0,0,0.183544431,48.93559946,-0.645251884
BD,2002,161,0.157333333,0,0,0,0,0.40282614,48.93559946,-0.645251884
BD,2002,166,0.4135,56,0.090277128,0.057,0.0285,-0.765585554,48.93559946,-0.645251884
BD,2002,160,0.169,0,0,0,0,-0.505011985,48.93559946,-0.645251884
BD,2002,165,0.0655,22.5,0,0,0,1.176286905,48.93559946,-0.645251884
BD,2002,168,0.345,0,0.024928062,0.052,0.026,0.162665387,48.93559946,-0.645251884
BD,2003,161,0.625,98.4,0.352460206,0.58,0.025217391,0.40282614,48.93559946,0.720792318
BD,2003,165,0.3635,0,0.252856308,0.222,0.020181818,1.176286905,48.93559946,0.720792318
BD,2003,163,0.521333333,0,0.190360556,0.334,0.030363636,-0.160850287,48.93559946,0.720792318
BD,2003,166,0.764,11.2,0.233006965,0.143,0.0286,-0.765585554,48.93559946,0.720792318
BD,2003,168,0.643,53.2,0.135660974,0.291,0.032333333,0.162665387,48.93559946,0.720792318
BD,2003,164,0.116,15.2,0.178474851,0.033,0.0165,-0.160850287,48.93559946,0.720792318
BD,2003,159,0.389666667,0,0.056238296,0.111,0.0222,0.183544431,48.93559946,0.720792318
BD,2003,160,0.819,86.00000004,1.593874528,0.286,0.019066667,-0.505011985,48.93559946,0.720792318
BD,2004,161,0.5,0,0.092628649,0.152,0.0304,0.40282614,48.93559946,-0.486799789
BD,2004,167,0.738666667,0,0.201930537,0.38,0.027142857,0.371494396,48.93559946,-0.486799789
BD,2004,165,0.2465,0,0,0,0,1.176286905,48.93559946,-0.486799789
BD,2004,163,0.261333333,0,0.076126531,0.131,0.03275,-0.160850287,48.93559946,-0.486799789
BD,2004,168,0.88,0,0.019478726,0.042,0.042,0.162665387,48.93559946,-0.486799789
BD,2004,159,0.296666667,0,0.015973188,0.032,0.032,0.183544431,48.93559946,-0.486799789
BD,2004,166,1.1395,0,0.415268037,0.25,0.027777778,-0.765585554,48.93559946,-0.486799789
BD,2004,160,0.559333333,0,0.334323417,0.055,0.0275,-0.505011985,48.93559946,-0.486799789
BD,2004,164,0.125333333,0,0.032499367,0.007,0.007,-0.160850287,48.93559946,-0.486799789
BD,2005,161,0.479666667,0,0.0677067,0.111,0.0185,0.40282614,48.93559946,0.112809237
BD,2005,168,0.432666667,0,0.029575517,0.063,0.0315,0.162665387,48.93559946,0.112809237
BD,2005,159,0.142333333,0,0.013324436,0.027,0.0135,0.183544431,48.93559946,0.112809237
BD,2005,165,0.3085,0,0.027130341,0.022,0.022,1.176286905,48.93559946,0.112809237
BD,2005,160,0.584333333,0,0.681132756,0.128,0.016,-0.505011985,48.93559946,0.112809237
BD,2005,163,0.274666667,0,0.009772939,0.017,0.017,-0.160850287,48.93559946,0.112809237
BD,2005,162,0.567333333,0,0.020037444,0.03,0.03,-0.671794453,48.93559946,0.112809237
BD,2005,164,0.186,0,0.815796252,0.15,0.016666667,-0.160850287,48.93559946,0.112809237
BD,2005,166,1.1765,11.2,0.388567827,0.248,0.035428571,-0.765585554,48.93559946,0.112809237
BD,2005,167,0.708333333,0,0.071644441,0.135,0.027,0.371494396,48.93559946,0.112809237
BD,2006,161,0.088,196.8,0.006883825,0.011,0.011,0.40282614,48.93559946,-0.852264771
BD,2006,159,0.040333333,100.2,0.006258854,0.013,0.013,0.183544431,48.93559946,-0.852264771
BD,2006,160,0.061333333,42.99999996,0.141184996,0.025,0.025,-0.505011985,48.93559946,-0.852264771
BD,2006,163,0.101333333,140.8,0.063546612,0.113,0.018833333,-0.160850287,48.93559946,-0.852264771
BD,2006,164,0.064,15.2,0.21123511,0.047,0.01175,-0.160850287,48.93559946,-0.852264771
BD,2006,166,0.7255,145.6,0.395608779,0.262,0.0262,-0.765585554,48.93559946,-0.852264771
BD,2006,162,0.474333333,134,0.185130406,0.276,0.023,-0.671794453,48.93559946,-0.852264771
BD,2006,167,0.465666667,88.2,0.098168533,0.182,0.030333333,0.371494396,48.93559946,-0.852264771
BD,2006,168,0.199333333,212.8,0.058782091,0.129,0.0258,0.162665387,48.93559946,-0.852264771
BD,2006,165,0.061,9,0,0,0,1.176286905,48.93559946,-0.852264771
BD,2007,159,0.37,0,0.146415352,0.305,0.016944444,0.183544431,48.93559946,0.573331744
BD,2007,160,0.907666667,0,1.285664265,0.26,0.023636364,-0.505011985,48.93559946,0.573331744
BD,2007,162,1.379666667,0,0.241158701,0.368,0.028307692,-0.671794453,48.93559946,0.573331744
BD,2007,167,0.862666667,0,0.121979609,0.223,0.037166667,0.371494396,48.93559946,0.573331744
BD,2007,164,0.194333333,0,0.099700892,0.018,0.018,-0.160850287,48.93559946,0.573331744
BD,2007,163,0.278666667,0,0.192538442,0.345,0.024642857,-0.160850287,48.93559946,0.573331744
BD,2007,161,0.804333333,123,0.220380331,0.36,0.021176471,0.40282614,48.93559946,0.573331744
BD,2007,165,0.4025,0,0.233598365,0.192,0.024,1.176286905,48.93559946,0.573331744
BD,2007,168,0.681,26.6,0.255231441,0.541,0.025761905,0.162665387,48.93559946,0.573331744
BD,2007,166,0.941,0,0.146982736,0.099,0.02475,-0.765585554,48.93559946,0.573331744
BD,2008,160,0.406333333,107.5,1.698729606,0.292,0.01825,-0.505011985,48.93559946,-0.41435866
BD,2008,161,0.571,49.2,0.074293447,0.123,0.0246,0.40282614,48.93559946,-0.41435866
BD,2008,163,0.221666667,0,0.022483245,0.041,0.0205,-0.160850287,48.93559946,-0.41435866
BD,2008,164,0.193666667,0,0.300437423,0.066,0.0165,-0.160850287,48.93559946,-0.41435866
BD,2008,166,0.8125,78.4,0.217474232,0.137,0.0274,-0.765585554,48.93559946,-0.41435866
BD,2008,159,0.219333333,0,0.020153735,0.042,0.021,0.183544431,48.93559946,-0.41435866
BD,2008,165,0.304,18,0.157604133,0.128,0.0256,1.176286905,48.93559946,-0.41435866
BD,2008,167,0.650333333,0,0.081002997,0.148,0.024666667,0.371494396,48.93559946,-0.41435866
BD,2008,162,1.046666667,107.2,0.07332133,0.111,0.0222,-0.671794453,48.93559946,-0.41435866
BD,2008,168,0.501333333,133,0.027412824,0.062,0.031,0.162665387,48.93559946,-0.41435866
BD,2009,161,0.929666667,98.4,0.094674556,0.16,0.02,0.40282614,48.93559946,-0.068326654
BD,2009,159,0.283666667,33.4,0.022977689,0.046,0.023,0.183544431,48.93559946,-0.068326654
BD,2009,163,0.313,105.6,0.061827004,0.111,0.0222,-0.160850287,48.93559946,-0.068326654
BD,2009,168,0.974666667,53.2,0.018212249,0.04,0.02,0.162665387,48.93559946,-0.068326654
BD,2009,162,1.077666667,26.8,0.049905817,0.075,0.025,-0.671794453,48.93559946,-0.068326654
BD,2009,164,0.241666667,0,0.073907158,0.013,0.013,-0.160850287,48.93559946,-0.068326654
BD,2009,165,0.433,9,0.035329834,0.029,0.029,1.176286905,48.93559946,-0.068326654
BD,2009,166,0.9885,22.4,0.331843368,0.194,0.032333333,-0.765585554,48.93559946,-0.068326654
BD,2009,167,0.829333333,58.8,0.073810176,0.132,0.018857143,0.371494396,48.93559946,-0.068326654
BD,2009,160,0.972666667,0,1.277105471,0.263,0.023909091,-0.505011985,48.93559946,-0.068326654
BD,2010,165,0.34,0,0.03629129,0.03,0.015,1.176286905,48.93559946,0.557319537
BD,2010,164,0.105,0,0,0,0,-0.160850287,48.93559946,0.557319537
BD,2010,161,0.760666667,24.6,0.104476397,0.177,0.016090909,0.40282614,48.93559946,0.557319537
BD,2010,162,1.174666667,0,0.303381615,0.464,0.024421053,-0.671794453,48.93559946,0.557319537
BD,2010,163,0.172666667,0,0.010614665,0.019,0.019,-0.160850287,48.93559946,0.557319537
BD,2010,159,0.241666667,33.4,0.021140127,0.043,0.0215,0.183544431,48.93559946,0.557319537
BD,2010,160,0.856,42.99999996,0.954700123,0.163,0.020375,-0.505011985,48.93559946,0.557319537
BD,2010,166,1.0415,0,0.561008477,0.338,0.026,-0.765585554,48.93559946,0.557319537
BD,2010,168,0.557666667,0,0.032331105,0.071,0.023666667,0.162665387,48.93559946,0.557319537
BD,2010,167,0.624333333,0,0.158918082,0.288,0.036,0.371494396,48.93559946,0.557319537
BD,2011,159,0.227333333,0,0.050058662,0.099,0.012375,0.183544431,48.93559946,-0.729418073
BD,2011,163,0.309666667,35.2,0.09578777,0.17,0.024285714,-0.160850287,48.93559946,-0.729418073
BD,2011,166,0.911,67.2,0.040665655,0.026,0.026,-0.765585554,48.93559946,-0.729418073
BD,2011,168,0.571333333,26.6,0.214933545,0.472,0.021454545,0.162665387,48.93559946,-0.729418073
BD,2011,167,0.444666667,117.6,0.063142682,0.116,0.0232,0.371494396,48.93559946,-0.729418073
BD,2011,164,0.208666667,0,0.35159607,0.063,0.01575,-0.160850287,48.93559946,-0.729418073
BD,2011,161,0.525666667,98.4,0.032262878,0.053,0.017666667,0.40282614,48.93559946,-0.729418073
BD,2011,162,0.872333333,80.4,0.064566116,0.098,0.0245,-0.671794453,48.93559946,-0.729418073
BD,2011,165,0.3455,0,0.093914819,0.081,0.0135,1.176286905,48.93559946,-0.729418073
BD,2011,160,0.632,129,1.94194635,0.383,0.01915,-0.505011985,48.93559946,-0.729418073
BD,2012,162,1.166666667,0,0.340332776,0.519,0.023590909,-0.671794453,48.93559946,-0.648944111
BD,2012,167,0.440666667,147,0.160341346,0.302,0.020133333,0.371494396,48.93559946,-0.648944111
BD,2012,163,0.153666667,0,0.0705283,0.127,0.015875,-0.160850287,48.93559946,-0.648944111
BD,2012,165,0.2065,0,0.083085729,0.072,0.0144,1.176286905,48.93559946,-0.648944111
BD,2012,161,0.221333333,147.6,0.089379894,0.141,0.017625,0.40282614,48.93559946,-0.648944111
BD,2012,168,0.462,0,0.073215952,0.155,0.022142857,0.162665387,48.93559946,-0.648944111
BD,2012,160,0.222666667,64.5,1.038969428,0.193,0.0193,-0.505011985,48.93559946,-0.648944111
BD,2012,166,0.5795,0,0.945276106,0.615,0.027954545,-0.765585554,48.93559946,-0.648944111
BD,2012,164,0.190333333,0,0.339531244,0.078,0.0156,-0.160850287,48.93559946,-0.648944111
BD,2012,159,0.127,0,0.053597209,0.077,0.01925,0.183544431,48.93559946,-0.648944111
BD,2013,162,1.599,0,0.147532764,0.234,0.016714286,-0.671794453,48.93559946,-0.559368323
BD,2013,165,0.326,0,0.114775894,0.104,0.014857143,1.176286905,48.93559946,-0.559368323
BD,2013,159,0.414666667,0,0.059689227,0.129,0.0215,0.183544431,48.93559946,-0.559368323
BD,2013,167,0.684333333,0,0.080724912,0.154,0.025666667,0.371494396,48.93559946,-0.559368323
BD,2013,163,0.042,0,0,0,0,-0.160850287,48.93559946,-0.559368323
BD,2013,160,0.612666667,0,0.581692931,0.119,0.0238,-0.505011985,48.93559946,-0.559368323
BD,2013,166,0.352,0,0.252901411,0.179,0.025571429,-0.765585554,48.93559946,-0.559368323
BD,2013,168,0.430333333,0,0.060462644,0.127,0.0254,0.162665387,48.93559946,-0.559368323
BD,2013,164,0.314,0,0.434095605,0.079,0.026333333,-0.160850287,48.93559946,-0.559368323
BD,2013,161,0.835333333,0,0.245363951,0.395,0.011285714,0.40282614,48.93559946,-0.559368323
BD,2014,165,0.259,18,0.173358205,0.16,0.017777778,1.176286905,48.93559946,0.275060925
BD,2014,161,0.681666667,0,0.206805947,0.345,0.0215625,0.40282614,48.93559946,0.275060925
BD,2014,160,0.563333333,0,0.605599444,0.102,0.034,-0.505011985,48.93559946,0.275060925
BD,2014,163,0.189333333,0,0.049131377,0.087,0.0145,-0.160850287,48.93559946,0.275060925
BD,2014,167,0.566,117.6,0.08131982,0.159,0.053,0.371494396,48.93559946,0.275060925
BD,2014,166,0.2585,44.8,0.590468679,0.436,0.024222222,-0.765585554,48.93559946,0.275060925
BD,2014,162,1.233666667,134,0.267723826,0.421,0.019136364,-0.671794453,48.93559946,0.275060925
BD,2014,159,0.355333333,33.4,0,0,0,0.183544431,48.93559946,0.275060925
BD,2014,164,0.359333333,0,1.272498231,0.296,0.022769231,-0.160850287,48.93559946,0.275060925
BD,2014,168,0.229333333,133,0.078919987,0.161,0.023,0.162665387,48.93559946,0.275060925
BD,2015,163,0.214666667,35.2,0.207201926,0.37,0.0148,-0.160850287,48.93559946,0.554591352
BD,2015,165,0.3885,9,0.055361607,0.051,0.017,1.176286905,48.93559946,0.554591352
BD,2015,162,1.645333333,0,0.091354313,0.144,0.024,-0.671794453,48.93559946,0.554591352
BD,2015,161,0.829,221.4,0.196850821,0.348,0.011225806,0.40282614,48.93559946,0.554591352
BD,2015,167,0.580333333,294,0.123608488,0.243,0.030375,0.371494396,48.93559946,0.554591352
BD,2015,166,0.2615,123.2,0.419391854,0.317,0.028818182,-0.765585554,48.93559946,0.554591352
BD,2015,159,0.339333333,167,0.088868175,0.187,0.017,0.183544431,48.93559946,0.554591352
BD,2015,164,0.491666667,15.2,0.880131117,0.161,0.020125,-0.160850287,48.93559946,0.554591352
BD,2015,168,0.385,26.6,0.368352913,0.791,0.02471875,0.162665387,48.93559946,0.554591352
BD,2015,160,0.658666667,193.5,0.724948749,0.154,0.025666667,-0.505011985,48.93559946,0.554591352
BD,2016,165,0.3785,0,0.017639294,0.016,0.016,1.176286905,48.93559946,0.461701611
BD,2016,166,0.135,22.4,0.178734207,0.145,0.024166667,-0.765585554,48.93559946,0.461701611
BD,2016,163,0.337666667,123.2,0.167045795,0.297,0.022846154,-0.160850287,48.93559946,0.461701611
BD,2016,161,1.035333333,73.8,0.051802111,0.091,0.0182,0.40282614,48.93559946,0.461701611
BD,2016,167,0.656333333,176.4,0.0805087,0.158,0.026333333,0.371494396,48.93559946,0.461701611
BD,2016,168,0.445666667,79.8,0.036592888,0.084,0.028,0.162665387,48.93559946,0.461701611
BD,2016,162,1.858666667,53.6,0.307037085,0.55,0.023913043,-0.671794453,48.93559946,0.461701611
BD,2016,159,0.541333333,0,0.156662107,0.32,0.018823529,0.183544431,48.93559946,0.461701611
BD,2016,164,0.483666667,91.2,0.587529882,0.147,0.021,-0.160850287,48.93559946,0.461701611
BD,2016,160,0.903666667,107.5,1.022701536,0.172,0.028666667,-0.505011985,48.93559946,0.461701611
BD,2017,165,0.385,45,0.022100139,0.02,0.02,1.176286905,48.93559946,-0.206495057
BD,2017,166,0.044,0,0.0203853,0.017,0.0085,-0.765585554,48.93559946,-0.206495057
BD,2017,159,0.495333333,133.6,0.023091696,0.049,0.0245,0.183544431,48.93559946,-0.206495057
BD,2017,162,1.819333333,187.6,0.27680343,0.5,0.020833333,-0.671794453,48.93559946,-0.206495057
BD,2017,167,0.605,147,0.038670086,0.077,0.0385,0.371494396,48.93559946,-0.206495057
BD,2017,163,0.350333333,0,0.23707876,0.425,0.025,-0.160850287,48.93559946,-0.206495057
BD,2017,160,1.262,0,0.874346664,0.188,0.0188,-0.505011985,48.93559946,-0.206495057
BD,2017,164,0.548333333,0,0.128140145,0.025,0.025,-0.160850287,48.93559946,-0.206495057
BD,2017,168,0.427,26.6,0.1408206,0.321,0.022928571,0.162665387,48.93559946,-0.206495057
BD,2017,161,1.198333333,0,0.026049804,0.049,0.016333333,0.40282614,48.93559946,-0.206495057
BD,2018,165,0.3075,36,0,0,0,1.176286905,48.93559946,0.014879401
BD,2018,166,0.1675,0,0.028962907,0.024,0.012,-0.765585554,48.93559946,0.014879401
BD,2018,162,1.426,53.6,0.177264437,0.342,0.019,-0.671794453,48.93559946,0.014879401
BD,2018,167,0.430333333,205.8,0.030769532,0.062,0.0155,0.371494396,48.93559946,0.014879401
BD,2018,163,0.54,0,0.068703375,0.121,0.0242,-0.160850287,48.93559946,0.014879401
BD,2018,159,0.542333333,200.4,0.032481186,0.068,0.022666667,0.183544431,48.93559946,0.014879401
BD,2018,164,0.587,60.8,1.284327185,0.272,0.038857143,-0.160850287,48.93559946,0.014879401
BD,2018,168,0.562666667,0,0.0366365,0.087,0.02175,0.162665387,48.93559946,0.014879401
BD,2018,160,0.876,129,1.464556575,0.304,0.016888889,-0.505011985,48.93559946,0.014879401
BD,2018,161,1.051,221.4,0.130632563,0.23,0.014375,0.40282614,48.93559946,0.014879401
BD,2019,166,0.22,100.8,0.092232393,0.077,0.01925,-0.765585554,48.93559946,0.049560751
BD,2019,167,0.523,411.6,0.165693968,0.335,0.019705882,0.371494396,48.93559946,0.049560751
BD,2019,165,0.283,99,0.088679849,0.082,0.0205,1.176286905,48.93559946,0.049560751
BD,2019,163,0.718,211.2,0.112305199,0.198,0.02475,-0.160850287,48.93559946,0.049560751
BD,2019,168,0.339,186.2,0.110976945,0.268,0.017866667,0.162665387,48.93559946,0.049560751
BD,2019,160,0.611333333,322.5,0.288674895,0.069,0.01725,-0.505011985,48.93559946,0.049560751
BD,2019,162,0.768666667,321.6,0.053707966,0.102,0.017,-0.671794453,48.93559946,0.049560751
BD,2019,164,0.635,152,0.831165252,0.166,0.023714286,-0.160850287,48.93559946,0.049560751
BD,2019,161,0.988666667,123,0.14799651,0.298,0.0149,0.40282614,48.93559946,0.049560751
BD,2019,159,0.317666667,267.2,0.035750674,0.075,0.015,0.183544431,48.93559946,0.049560751
BD,2020,165,0.5345,9,0.184825906,0.177,0.016090909,1.176286905,48.93559946,0.161546929
BD,2020,166,0.1795,0,0.014535694,0.012,0.012,-0.765585554,48.93559946,0.161546929
BD,2020,162,0.963,80.4,0.114017014,0.213,0.0213,-0.671794453,48.93559946,0.161546929
BD,2020,167,0.598666667,58.8,0.043158358,0.087,0.00725,0.371494396,48.93559946,0.161546929
BD,2020,168,0.743,0,0.071161067,0.173,0.015727273,0.162665387,48.93559946,0.161546929
BD,2020,159,0.409666667,33.4,0.038149308,0.082,0.0164,0.183544431,48.93559946,0.161546929
BD,2020,164,0.763,0,0.683723007,0.152,0.025333333,-0.160850287,48.93559946,0.161546929
BD,2020,163,0.791,0,0.113833069,0.207,0.029571429,-0.160850287,48.93559946,0.161546929
BD,2020,160,0.565333333,64.5,0.121772267,0.023,0.023,-0.505011985,48.93559946,0.161546929
BD,2020,161,1.021,319.8,0.09529565,0.2,0.016666667,0.40282614,48.93559946,0.161546929
BH,2000,120,0.37,60.8,0.038716164,0.047,0.047,0.503316675,2.333597312,1.047384704
BH,2000,122,0.494,17.2,0.094089506,0.122,0.0244,-0.353163569,2.333597312,1.047384704
BH,2000,115,0.942,0,0.066201353,0.094,0.0188,0.148015795,2.333597312,1.047384704
BH,2000,118,0.423,30,0.010407992,0.015,0.015,0.210697934,2.333597312,1.047384704
BH,2000,121,0.444,0,0.096801855,0.139,0.03475,-0.394906242,2.333597312,1.047384704
BH,2000,119,0.698,0,0.036750034,0.049,0.0245,-0.019098843,2.333597312,1.047384704
BH,2001,121,0.586,0,0.069566287,0.103,0.034333333,-0.394906242,2.333597312,0.54339671
BH,2001,115,1.082,0,0.097446208,0.128,0.018285714,0.148015795,2.333597312,0.54339671
BH,2001,118,0.402,48,0.230005825,0.325,0.029545455,0.210697934,2.333597312,0.54339671
BH,2001,122,0.466,17.2,0.01968304,0.025,0.025,-0.353163569,2.333597312,0.54339671
BH,2001,120,0.401,15.2,0.104686762,0.132,0.033,0.503316675,2.333597312,0.54339671
BH,2001,119,0.646,0,0.135368345,0.175,0.035,-0.019098843,2.333597312,0.54339671
BH,2002,121,0.661,0,0.105705585,0.16,0.026666667,-0.394906242,2.333597312,0.173407301
BH,2002,118,0.546,36,0.066961284,0.093,0.02325,0.210697934,2.333597312,0.173407301
BH,2002,122,0.412,0,0.04233039,0.049,0.0245,-0.353163569,2.333597312,0.173407301
BH,2002,120,0.403,60.8,0.08457805,0.106,0.035333333,0.503316675,2.333597312,0.173407301
BH,2002,119,0.712,0,0.135391205,0.183,0.026142857,-0.019098843,2.333597312,0.173407301
BH,2002,115,1.016,0,0.072033951,0.095,0.015833333,0.148015795,2.333597312,0.173407301
BH,2003,113,0.44,137.8,0.0525448,0.068,0.022666667,0.346535718,2.333597312,1.641978645
BH,2003,120,0.288,15.2,0.041772511,0.053,0.053,0.503316675,2.333597312,1.641978645
BH,2003,118,0.3,0,0.017565444,0.025,0.025,0.210697934,2.333597312,1.641978645
BH,2003,122,0.428,68.8,0.128032874,0.145,0.03625,-0.353163569,2.333597312,1.641978645
BH,2003,119,0.392,0,0,0,0,-0.019098843,2.333597312,1.641978645
BH,2003,121,0.44,23.6,0.089317556,0.138,0.0276,-0.394906242,2.333597312,1.641978645
BH,2003,115,0.895,0,0.14939681,0.202,0.028857143,0.148015795,2.333597312,1.641978645
BH,2003,116,0.895,33.6,0.028936688,0.032,0.016,0.566042577,2.333597312,1.641978645
BH,2004,118,0.47,54,0,0,0,0.210697934,2.333597312,0.573840191
BH,2004,122,0.622,51.6,0.192059721,0.231,0.028875,-0.353163569,2.333597312,0.573840191
BH,2004,120,0.616,0,0.108492241,0.139,0.03475,0.503316675,2.333597312,0.573840191
BH,2004,115,1.769,7.2,0.390768927,0.526,0.043833333,0.148015795,2.333597312,0.573840191
BH,2004,113,0.759,31.8,0.111172241,0.137,0.0274,0.346535718,2.333597312,0.573840191
BH,2004,121,0.839,0,0.094373867,0.146,0.0365,-0.394906242,2.333597312,0.573840191
BH,2004,116,1.769,42,0.077402929,0.089,0.029666667,0.566042577,2.333597312,0.573840191
BH,2004,119,0.78,0,0.039317224,0.05,0.05,-0.019098843,2.333597312,0.573840191
BH,2005,122,0.529,0,0.07019104,0.086,0.0215,-0.353163569,2.333597312,0.989810719
BH,2005,120,0.3,106.4,0.190118129,0.252,0.036,0.503316675,2.333597312,0.989810719
BH,2005,113,0.556,8.833333351,0.120772856,0.16,0.022857143,0.346535718,2.333597312,0.989810719
BH,2005,121,0.621,0,0.163726976,0.262,0.029111111,-0.394906242,2.333597312,0.989810719
BH,2005,115,1.121,7.2,0.139631729,0.19,0.017272727,0.148015795,2.333597312,0.989810719
BH,2005,119,0.919,0,0.210840701,0.273,0.034125,-0.019098843,2.333597312,0.989810719
BH,2005,118,0.445,6,0.180325414,0.251,0.0251,0.210697934,2.333597312,0.989810719
BH,2005,116,1.121,0,0.145850591,0.181,0.025857143,0.566042577,2.333597312,0.989810719
BH,2006,113,0.355,167.8333334,0.083117972,0.11,0.022,0.346535718,2.333597312,0.668108913
BH,2006,115,0.804,7.2,0.052668977,0.072,0.024,0.148015795,2.333597312,0.668108913
BH,2006,122,0.338,120.4,0.047925726,0.06,0.02,-0.353163569,2.333597312,0.668108913
BH,2006,120,0.292,91.2,0.012486942,0.017,0.017,0.503316675,2.333597312,0.668108913
BH,2006,121,0.391,35.4,0.069272462,0.113,0.02825,-0.394906242,2.333597312,0.668108913
BH,2006,116,0.804,119,0,0,0,0.566042577,2.333597312,0.668108913
BH,2006,119,0.707,40.4,0.103027185,0.13,0.0325,-0.019098843,2.333597312,0.668108913
BH,2006,118,0.415,42,0.02718212,0.037,0.0185,0.210697934,2.333597312,0.668108913
BH,2007,122,0.299,0,0.084037567,0.102,0.0255,-0.353163569,2.333597312,1.457119065
BH,2007,118,0.435,0,0.080118254,0.109,0.0218,0.210697934,2.333597312,1.457119065
BH,2007,121,0.67,0,0.233675078,0.392,0.0392,-0.394906242,2.333597312,1.457119065
BH,2007,115,1.12,7.2,0.192039939,0.273,0.02275,0.148015795,2.333597312,1.457119065
BH,2007,113,0.352,0,0.120291627,0.16,0.022857143,0.346535718,2.333597312,1.457119065
BH,2007,120,0.468,0,0.089581456,0.122,0.0305,0.503316675,2.333597312,1.457119065
BH,2007,116,1.12,0,0.075019875,0.09,0.0225,0.566042577,2.333597312,1.457119065
BH,2007,114,0.508,0,0.193430725,0.101,0.033666667,-1.468601696,2.333597312,1.457119065
BH,2007,119,0.589,0,0.087100342,0.097,0.032333333,-0.019098843,2.333597312,1.457119065
BH,2008,113,0.378,123.6666666,0.019773053,0.026,0.013,0.346535718,2.333597312,0.848552212
BH,2008,122,0.292,86,0.211132296,0.166,0.027666667,-0.353163569,2.333597312,0.848552212
BH,2008,120,0.312,152,0.021029148,0.028,0.028,0.503316675,2.333597312,0.848552212
BH,2008,118,0.363,12,0,0,0,0.210697934,2.333597312,0.848552212
BH,2008,115,1.083,21.6,0.128044535,0.176,0.022,0.148015795,2.333597312,0.848552212
BH,2008,114,0.295,38.25,0.045507251,0.044,0.022,-1.468601696,2.333597312,0.848552212
BH,2008,116,1.083,0,0.085537173,0.102,0.0255,0.566042577,2.333597312,0.848552212
BH,2008,121,0.484,0,0.125634447,0.208,0.034666667,-0.394906242,2.333597312,0.848552212
BH,2008,119,0.518,60.6,0.084313516,0.099,0.033,-0.019098843,2.333597312,0.848552212
BH,2009,115,1.182,7.2,0.114046929,0.155,0.025833333,0.148015795,2.333597312,0.885593532
BH,2009,122,0.465,17.2,0.134863338,0.162,0.027,-0.353163569,2.333597312,0.885593532
BH,2009,113,0.535,132.5,0.062557131,0.081,0.02025,0.346535718,2.333597312,0.885593532
BH,2009,118,0.604,66,0.109459049,0.148,0.024666667,0.210697934,2.333597312,0.885593532
BH,2009,121,0.428,0,0.046588092,0.075,0.025,-0.394906242,2.333597312,0.885593532
BH,2009,114,0.306,535.5,0.178954207,0.184,0.046,-1.468601696,2.333597312,0.885593532
BH,2009,120,0.376,197.6,0,0,0,0.503316675,2.333597312,0.885593532
BH,2009,119,0.673,0,0.090155499,0.108,0.036,-0.019098843,2.333597312,0.885593532
BH,2009,116,1.182,126,0.061228995,0.073,0.024333333,0.566042577,2.333597312,0.885593532
BH,2010,122,0.453,51.6,0.027790101,0.034,0.034,-0.353163569,2.333597312,1.22301724
BH,2010,113,0.753,26.5,0.036824163,0.044,0.022,0.346535718,2.333597312,1.22301724
BH,2010,115,1.44,0,0.113910421,0.157,0.026166667,0.148015795,2.333597312,1.22301724
BH,2010,120,0.419,0,0.148942241,0.187,0.026714286,0.503316675,2.333597312,1.22301724
BH,2010,121,0.456,0,0.034288801,0.055,0.0275,-0.394906242,2.333597312,1.22301724
BH,2010,119,0.833,0,0,0,0,-0.019098843,2.333597312,1.22301724
BH,2010,116,1.44,0,0.012380932,0.015,0.015,0.566042577,2.333597312,1.22301724
BH,2010,118,0.279,0,0,0,0,0.210697934,2.333597312,1.22301724
BH,2010,114,0.39,0,0.176608197,0.187,0.0374,-1.468601696,2.333597312,1.22301724
BH,2011,122,0.597,0,0.08170684,0.106,0.0265,-0.353163569,2.333597312,0.839623146
BH,2011,121,0.701,0,0.254440868,0.41,0.041,-0.394906242,2.333597312,0.839623146
BH,2011,119,0.8,60.6,0.122327731,0.094,0.047,-0.019098843,2.333597312,0.839623146
BH,2011,115,1.279,21.6,0.133693793,0.179,0.019888889,0.148015795,2.333597312,0.839623146
BH,2011,118,0.367,18,0.026191018,0.035,0.0175,0.210697934,2.333597312,0.839623146
BH,2011,116,1.279,0,0.079129839,0.095,0.02375,0.566042577,2.333597312,0.839623146
BH,2011,114,0.259,0,0.152343212,0.167,0.04175,-1.468601696,2.333597312,0.839623146
BH,2011,120,0.392,136.8,0.072273364,0.091,0.030333333,0.503316675,2.333597312,0.839623146
BH,2011,113,0.74,106,0.120656613,0.163,0.023285714,0.346535718,2.333597312,0.839623146
