site,tree,Year,Area
FC,171,2009,0.029
FC,171,2009,0.03
FC,171,2009,0.032
FC,171,2009,0.032
FC,171,2009,0.035
FC,171,2009,0.035
FC,171,2009,0.035
FC,171,2009,0.037
FC,171,2009,0.045
FC,171,2009,0.046
FC,171,2009,0.047
FC,171,2009,0.051
FC,171,2009,0.058
FC,171,2009,0.073
FC,171,2009,0.094
FC,171,2010,0.02
FC,171,2010,0.02
FC,171,2010,0.02
FC,171,2010,0.023
FC,171,2010,0.024
FC,171,2010,0.029
FC,171,2010,0.03
FC,171,2010,0.033
FC,171,2010,0.034
FC,171,2010,0.034
FC,171,2010,0.036
FC,171,2010,0.037
FC,171,2010,0.039
FC,171,2010,0.041
FC,171,2010,0.042
FC,171,2010,0.045
FC,171,2010,0.046
FC,171,2010,0.048
FC,171,2010,0.053
FC,171,2010,0.053
FC,171,2010,0.057
FC,171,2010,0.058
FC,171,2010,0.059
FC,171,2010,0.059
FC,171,2010,0.062
FC,171,2010,0.067
FC,171,2010,0.068
FC,171,2010,0.078
FC,171,2011,0.024
FC,171,2011,0.027
FC,171,2011,0.028
FC,171,2011,0.03
FC,171,2011,0.031
FC,171,2011,0.033
FC,171,2011,0.034
FC,171,2011,0.035
FC,171,2011,0.037
FC,171,2011,0.038
FC,171,2011,0.038
FC,171,2011,0.04
FC,171,2011,0.041
FC,171,2011,0.045
FC,171,2011,0.045
FC,171,2011,0.047
FC,171,2011,0.049
FC,171,2011,0.051
FC,171,2011,0.051
FC,171,2011,0.055
FC,171,2011,0.057
FC,171,2011,0.058
FC,171,2011,0.068
FC,171,2011,0.07
FC,171,2011,0.073
FC,171,2011,0.092
FC,171,2012,0.02
FC,171,2012,0.025
FC,171,2012,0.027
FC,171,2012,0.027
FC,171,2012,0.029
FC,171,2012,0.029
FC,171,2012,0.029
FC,171,2012,0.03
FC,171,2012,0.03
FC,171,2012,0.03
FC,171,2012,0.031
FC,171,2012,0.032
FC,171,2012,0.033
FC,171,2012,0.035
FC,171,2012,0.039
FC,171,2012,0.039
FC,171,2012,0.04
FC,171,2012,0.04
FC,171,2012,0.041
FC,171,2012,0.043
FC,171,2012,0.043
FC,171,2012,0.044
FC,171,2012,0.044
FC,171,2012,0.046
FC,171,2012,0.049
FC,171,2012,0.05
FC,171,2012,0.053
FC,171,2012,0.054
FC,171,2012,0.057
FC,171,2012,0.058
FC,171,2012,0.058
FC,171,2012,0.061
FC,171,2012,0.074
FC,171,2012,0.085
FC,171,2013,0.013
FC,171,2013,0.015
FC,171,2013,0.016
FC,171,2013,0.017
FC,171,2013,0.017
FC,171,2013,0.019
FC,171,2013,0.019
FC,171,2013,0.019
FC,171,2013,0.019
FC,171,2013,0.02
FC,171,2013,0.023
FC,171,2013,0.023
FC,171,2013,0.024
FC,171,2013,0.024
FC,171,2013,0.026
FC,171,2013,0.027
FC,171,2013,0.028
FC,171,2013,0.036
FC,171,2013,0.039
FC,171,2013,0.04
FC,171,2013,0.041
FC,171,2013,0.043
FC,171,2014,0.015
FC,171,2014,0.015
FC,171,2014,0.016
FC,171,2014,0.017
FC,171,2014,0.021
FC,171,2014,0.021
FC,171,2014,0.022
FC,171,2014,0.022
FC,171,2014,0.028
FC,171,2014,0.031
FC,171,2014,0.031
FC,171,2014,0.033
FC,171,2014,0.034
FC,171,2014,0.037
FC,171,2014,0.037
FC,171,2014,0.051
FC,171,2015,0.012
FC,171,2015,0.014
FC,171,2015,0.015
FC,171,2015,0.017
FC,171,2015,0.017
FC,171,2015,0.023
FC,171,2016,0.013
FC,171,2016,0.013
FC,171,2016,0.014
FC,171,2016,0.015
FC,171,2016,0.015
FC,171,2016,0.017
FC,171,2016,0.018
FC,171,2016,0.018
FC,171,2016,0.021
FC,171,2016,0.024
FC,171,2017,0.011
FC,171,2017,0.014
FC,171,2017,0.015
FC,171,2017,0.015
FC,171,2017,0.017
FC,171,2017,0.017
FC,171,2017,0.018
FC,171,2017,0.019
FC,171,2017,0.02
FC,171,2017,0.02
FC,171,2017,0.021
FC,171,2017,0.022
FC,171,2017,0.022
FC,171,2017,0.023
FC,171,2017,0.026
FC,171,2017,0.029
FC,171,2017,0.029
FC,171,2017,0.03
FC,171,2017,0.03
FC,171,2017,0.03
FC,171,2017,0.03
FC,171,2017,0.033
FC,171,2017,0.034
FC,171,2017,0.041
FC,171,2017,0.042
FC,171,2017,0.056
FC,171,2017,0.058
FC,171,2017,0.058
FC,171,2018,0.017
FC,171,2018,0.021
FC,171,2018,0.022
FC,171,2018,0.022
FC,171,2018,0.023
FC,171,2018,0.023
FC,171,2018,0.024
FC,171,2018,0.027
FC,171,2018,0.031
FC,171,2018,0.031
FC,171,2018,0.031
FC,171,2018,0.031
FC,171,2018,0.036
FC,171,2018,0.039
FC,171,2018,0.04
FC,171,2018,0.04
FC,171,2018,0.043
FC,171,2018,0.045
FC,171,2018,0.05
FC,171,2018,0.06
FC,171,2019,0.011
FC,171,2019,0.012
FC,171,2019,0.015
FC,171,2019,0.02
FC,171,2019,0.022
FC,171,2019,0.025
FC,171,2019,0.027
FC,171,2019,0.028
FC,171,2019,0.029
FC,171,2019,0.038
FC,171,2019,0.054
FC,171,2019,0.104
FC,171,2019,0.153
FC,171,2020,0.013
FC,171,2020,0.019
FC,171,2020,0.023
FC,171,2020,0.027
FC,171,2020,0.031
FC,171,2020,0.032
FC,171,2020,0.032
FC,171,2020,0.032
FC,171,2020,0.032
FC,171,2020,0.033
FC,171,2020,0.033
FC,171,2020,0.036
FC,171,2020,0.042
FC,171,2020,0.045
FC,171,2020,0.061
FC,171,2020,0.061
FC,171,2020,0.07
FC,171,2020,0.079
FC,171,2020,0.083
FC,172,2000,0.008
FC,172,2000,0.021
FC,172,2000,0.027
FC,172,2000,0.029
FC,172,2000,0.031
FC,172,2000,0.033
FC,172,2001,0.014
FC,172,2001,0.016
FC,172,2001,0.016
FC,172,2001,0.017
FC,172,2001,0.018
FC,172,2001,0.019
FC,172,2001,0.019
FC,172,2001,0.021
FC,172,2001,0.022
FC,172,2001,0.025
FC,172,2001,0.025
FC,172,2001,0.025
FC,172,2001,0.026
FC,172,2001,0.027
FC,172,2001,0.028
FC,172,2001,0.028
FC,172,2001,0.033
FC,172,2001,0.034
FC,172,2001,0.035
FC,172,2002,0.008
FC,172,2002,0.008
FC,172,2002,0.01
FC,172,2002,0.013
FC,172,2002,0.015
FC,172,2002,0.016
FC,172,2002,0.016
FC,172,2002,0.019
FC,172,2002,0.02
FC,172,2002,0.02
FC,172,2002,0.021
FC,172,2002,0.022
FC,172,2002,0.022
FC,172,2002,0.023
FC,172,2002,0.024
FC,172,2003,0.018
FC,172,2003,0.019
FC,172,2003,0.021
FC,172,2003,0.024
FC,172,2003,0.024
FC,172,2003,0.027
FC,172,2003,0.027
FC,172,2003,0.029
FC,172,2003,0.031
FC,172,2003,0.032
FC,172,2003,0.032
FC,172,2003,0.039
FC,172,2004,0.025
FC,172,2004,0.026
FC,172,2004,0.026
FC,172,2004,0.028
FC,172,2004,0.03
FC,172,2004,0.039
FC,172,2004,0.04
FC,172,2004,0.047
FC,172,2005,0.018
FC,172,2005,0.019
FC,172,2005,0.019
FC,172,2005,0.02
FC,172,2005,0.022
FC,172,2005,0.022
FC,172,2005,0.024
FC,172,2005,0.025
FC,172,2005,0.025
FC,172,2005,0.027
FC,172,2005,0.028
FC,172,2005,0.029
FC,172,2005,0.032
FC,172,2005,0.033
FC,172,2005,0.036
FC,172,2005,0.044
FC,172,2006,0.016
FC,172,2006,0.02
FC,172,2006,0.022
FC,172,2006,0.036
FC,172,2007,0.007
FC,172,2007,0.012
FC,172,2007,0.02
FC,172,2007,0.021
FC,172,2007,0.021
FC,172,2007,0.024
FC,172,2007,0.025
FC,172,2007,0.025
FC,172,2007,0.026
FC,172,2007,0.026
FC,172,2007,0.026
FC,172,2007,0.028
FC,172,2007,0.03
FC,172,2007,0.04
FC,172,2007,0.054
FC,172,2008,0.03
FC,172,2008,0.031
FC,172,2008,0.033
FC,172,2008,0.033
FC,172,2008,0.035
FC,172,2008,0.047
FC,172,2008,0.049
FC,172,2008,0.049
FC,172,2008,0.055
FC,172,2008,0.056
FC,172,2009,0.024
FC,172,2009,0.024
FC,172,2009,0.027
FC,172,2009,0.029
FC,172,2009,0.03
FC,172,2009,0.032
FC,172,2009,0.033
FC,172,2009,0.035
FC,172,2009,0.036
FC,172,2009,0.042
FC,172,2009,0.047
FC,172,2009,0.048
FC,172,2010,0.019
FC,172,2010,0.024
FC,172,2010,0.028
FC,172,2010,0.03
FC,172,2010,0.031
FC,172,2010,0.031
FC,172,2010,0.035
FC,172,2010,0.036
FC,172,2010,0.04
FC,172,2011,0.025
FC,172,2011,0.029
FC,172,2011,0.029
FC,172,2011,0.03
FC,172,2011,0.034
FC,172,2011,0.036
FC,172,2011,0.039
FC,172,2011,0.042
FC,172,2011,0.094
FC,172,2012,0.021
FC,172,2012,0.024
FC,172,2012,0.025
FC,172,2012,0.025
FC,172,2012,0.031
FC,172,2012,0.032
FC,172,2012,0.034
FC,172,2012,0.035
FC,172,2012,0.036
FC,172,2012,0.037
FC,172,2012,0.037
FC,172,2013,0.028
FC,172,2013,0.033
FC,172,2013,0.037
FC,172,2014,0.023
FC,172,2014,0.023
FC,172,2014,0.026
FC,172,2014,0.026
FC,172,2014,0.027
FC,172,2015,0.018
FC,172,2015,0.031
FC,172,2015,0.031
FC,172,2015,0.032
FC,172,2015,0.033
FC,172,2015,0.033
FC,172,2015,0.033
FC,172,2015,0.035
FC,172,2015,0.037
FC,172,2015,0.042
FC,172,2016,0.014
FC,172,2016,0.024
FC,172,2016,0.026
FC,172,2016,0.026
FC,172,2016,0.03
FC,172,2016,0.034
FC,172,2016,0.035
FC,172,2016,0.045
FC,172,2016,0.046
FC,172,2017,0.022
FC,172,2017,0.034
FC,172,2017,0.036
FC,172,2017,0.037
FC,172,2017,0.042
FC,172,2017,0.048
FC,172,2017,0.048
FC,172,2017,0.059
FC,172,2018,0.025
FC,172,2018,0.027
FC,172,2018,0.027
FC,172,2018,0.029
FC,172,2018,0.031
FC,172,2018,0.032
FC,172,2018,0.036
FC,172,2018,0.036
FC,172,2018,0.039
FC,172,2018,0.041
FC,172,2019,0.026
FC,172,2019,0.029
FC,172,2019,0.03
FC,172,2019,0.031
FC,172,2019,0.035
FC,172,2019,0.042
FC,172,2020,0.026
FC,172,2020,0.029
FC,172,2020,0.03
FC,172,2020,0.031
FC,172,2020,0.032
FC,172,2020,0.032
FC,172,2020,0.032
FC,172,2020,0.033
FC,172,2020,0.034
FC,172,2020,0.036
FC,172,2020,0.036
FC,172,2020,0.043
FC,173,2000,0.011
FC,173,2000,0.014
FC,173,2000,0.015
FC,173,2000,0.016
FC,173,2000,0.016
FC,173,2000,0.017
FC,173,2000,0.018
FC,173,2000,0.02
FC,173,2000,0.021
FC,173,2000,0.024
FC,173,2000,0.029
FC,173,2000,0.031
FC,173,2000,0.032
FC,173,2000,0.035
FC,173,2001,0.015
FC,173,2001,0.015
FC,173,2001,0.015
FC,173,2001,0.015
FC,173,2001,0.015
FC,173,2001,0.015
FC,173,2001,0.017
FC,173,2001,0.02
FC,173,2001,0.021
FC,173,2001,0.021
FC,173,2001,0.022
FC,173,2001,0.022
FC,173,2001,0.023
FC,173,2001,0.023
FC,173,2001,0.027
FC,173,2001,0.028
FC,173,2002,0.008
FC,173,2002,0.012
FC,173,2002,0.012
FC,173,2002,0.012
FC,173,2002,0.013
FC,173,2002,0.014
FC,173,2002,0.015
FC,173,2002,0.016
FC,173,2002,0.016
FC,173,2002,0.016
FC,173,2002,0.016
FC,173,2002,0.018
FC,173,2002,0.021
FC,173,2002,0.022
FC,173,2002,0.028
FC,173,2003,0.009
FC,173,2003,0.012
FC,173,2003,0.017
FC,173,2003,0.019
FC,173,2003,0.02
FC,173,2003,0.02
FC,173,2003,0.021
FC,173,2003,0.026
FC,173,2003,0.028
FC,173,2003,0.028
FC,173,2003,0.029
FC,173,2003,0.031
FC,173,2003,0.037
FC,173,2003,0.039
FC,173,2004,0.023
FC,173,2004,0.04
FC,173,2004,0.041
FC,173,2005,0.008
FC,173,2005,0.009
FC,173,2005,0.009
FC,173,2005,0.012
FC,173,2005,0.013
FC,173,2005,0.013
FC,173,2005,0.013
FC,173,2005,0.014
FC,173,2005,0.014
FC,173,2005,0.014
FC,173,2005,0.016
FC,173,2005,0.016
FC,173,2005,0.017
FC,173,2005,0.017
FC,173,2005,0.018
FC,173,2005,0.019
FC,173,2005,0.021
FC,173,2005,0.024
FC,173,2005,0.035
FC,173,2006,0.009
FC,173,2006,0.014
FC,173,2006,0.016
FC,173,2006,0.016
FC,173,2006,0.017
FC,173,2006,0.017
FC,173,2006,0.018
FC,173,2006,0.019
FC,173,2006,0.02
FC,173,2006,0.021
FC,173,2006,0.03
FC,173,2006,0.031
FC,173,2006,0.031
FC,173,2007,0.007
FC,173,2007,0.009
FC,173,2007,0.011
FC,173,2007,0.011
FC,173,2007,0.013
FC,173,2007,0.015
FC,173,2007,0.016
FC,173,2007,0.017
FC,173,2007,0.017
FC,173,2007,0.019
FC,173,2007,0.024
FC,173,2007,0.025
FC,173,2007,0.025
FC,173,2007,0.026
FC,173,2007,0.059
FC,173,2008,0.013
FC,173,2008,0.013
FC,173,2008,0.015
FC,173,2008,0.015
FC,173,2008,0.017
FC,173,2008,0.017
FC,173,2008,0.018
FC,173,2008,0.018
FC,173,2008,0.021
FC,173,2008,0.022
FC,173,2008,0.023
FC,173,2008,0.025
FC,173,2008,0.03
FC,173,2008,0.03
FC,173,2008,0.031
FC,173,2008,0.031
FC,173,2008,0.032
FC,173,2009,0.017
FC,173,2009,0.019
FC,173,2009,0.02
FC,173,2009,0.021
FC,173,2009,0.022
FC,173,2009,0.024
FC,173,2009,0.025
FC,173,2009,0.027
FC,173,2009,0.031
FC,173,2009,0.031
FC,173,2009,0.055
FC,173,2010,0.012
FC,173,2010,0.014
FC,173,2010,0.02
FC,173,2010,0.021
FC,173,2010,0.025
FC,173,2010,0.03
FC,173,2010,0.031
FC,173,2010,0.034
FC,173,2010,0.038
FC,173,2010,0.042
FC,173,2010,0.042
FC,173,2010,0.044
FC,173,2010,0.044
FC,173,2010,0.051
FC,173,2011,0.016
FC,173,2011,0.021
FC,173,2011,0.022
FC,173,2011,0.022
FC,173,2011,0.022
FC,173,2011,0.025
FC,173,2011,0.027
FC,173,2011,0.032
FC,173,2011,0.035
FC,173,2011,0.035
FC,173,2011,0.036
FC,173,2011,0.038
FC,173,2011,0.039
FC,173,2011,0.067
FC,173,2012,0.008
FC,173,2012,0.009
FC,173,2012,0.009
FC,173,2012,0.017
FC,173,2012,0.017
FC,173,2012,0.019
FC,173,2012,0.019
FC,173,2012,0.02
FC,173,2012,0.02
FC,173,2012,0.027
FC,173,2013,0.008
FC,173,2013,0.011
FC,173,2013,0.014
FC,173,2013,0.015
FC,173,2013,0.016
FC,173,2013,0.016
FC,173,2013,0.016
FC,173,2013,0.019
FC,173,2013,0.02
FC,173,2013,0.021
FC,173,2013,0.023
FC,173,2013,0.025
FC,173,2013,0.026
FC,173,2013,0.034
FC,173,2014,0.014
FC,173,2014,0.017
FC,173,2014,0.017
FC,173,2014,0.02
FC,173,2014,0.022
FC,173,2014,0.023
FC,173,2014,0.026
FC,173,2014,0.028
FC,173,2014,0.035
FC,173,2015,0.014
FC,173,2015,0.015
FC,173,2015,0.016
FC,173,2015,0.018
FC,173,2015,0.018
FC,173,2015,0.019
FC,173,2015,0.02
FC,173,2015,0.02
FC,173,2015,0.024
FC,173,2015,0.026
FC,173,2015,0.027
FC,173,2015,0.03
FC,173,2015,0.03
FC,173,2015,0.035
FC,173,2015,0.041
FC,173,2016,0.009
FC,173,2016,0.01
FC,173,2016,0.01
FC,173,2016,0.013
FC,173,2016,0.013
FC,173,2016,0.015
FC,173,2016,0.018
FC,173,2016,0.019
FC,173,2016,0.022
FC,173,2016,0.024
FC,173,2016,0.036
FC,173,2016,0.043
FC,173,2017,0.009
FC,173,2017,0.011
FC,173,2017,0.012
FC,173,2017,0.018
FC,173,2017,0.019
FC,173,2017,0.02
FC,173,2017,0.02
FC,173,2017,0.021
FC,173,2017,0.023
FC,173,2017,0.023
FC,173,2017,0.025
FC,173,2017,0.026
FC,173,2017,0.031
FC,173,2017,0.032
FC,173,2017,0.034
FC,173,2017,0.036
FC,173,2018,0.007
FC,173,2018,0.009
FC,173,2018,0.009
FC,173,2018,0.01
FC,173,2018,0.011
FC,173,2018,0.011
FC,173,2018,0.011
FC,173,2018,0.014
FC,173,2018,0.015
FC,173,2018,0.016
FC,173,2018,0.016
FC,173,2018,0.017
FC,173,2018,0.019
FC,173,2018,0.021
FC,173,2018,0.022
FC,173,2018,0.023
FC,173,2018,0.023
FC,173,2018,0.028
FC,173,2018,0.031
FC,173,2018,0.031
FC,173,2019,0.006
FC,173,2019,0.009
FC,173,2019,0.014
FC,173,2019,0.017
FC,173,2019,0.018
FC,173,2019,0.02
FC,173,2019,0.02
FC,173,2019,0.022
FC,173,2019,0.024
FC,173,2019,0.024
FC,173,2019,0.026
FC,173,2019,0.028
FC,173,2019,0.032
FC,173,2019,0.036
FC,173,2020,0.016
FC,173,2020,0.016
FC,173,2020,0.018
FC,173,2020,0.018
FC,173,2020,0.02
FC,173,2020,0.02
FC,173,2020,0.022
FC,173,2020,0.022
FC,173,2020,0.029
FC,173,2020,0.033
FC,173,2020,0.036
FC,173,2020,0.039
FC,174,2000,0.009
FC,174,2000,0.009
FC,174,2000,0.011
FC,174,2000,0.018
FC,174,2000,0.018
FC,174,2000,0.018
FC,174,2000,0.019
FC,174,2000,0.019
FC,174,2000,0.02
FC,174,2000,0.021
FC,174,2000,0.028
FC,174,2000,0.029
FC,174,2000,0.032
FC,174,2001,0.014
FC,174,2001,0.017
FC,174,2001,0.019
FC,174,2001,0.02
FC,174,2001,0.021
FC,174,2001,0.022
FC,174,2001,0.022
FC,174,2001,0.024
FC,174,2001,0.028
FC,174,2001,0.031
FC,174,2001,0.032
FC,174,2001,0.035
FC,174,2002,0.004
FC,174,2002,0.008
FC,174,2002,0.009
FC,174,2002,0.01
FC,174,2002,0.012
FC,174,2002,0.012
FC,174,2002,0.014
FC,174,2002,0.014
FC,174,2002,0.016
FC,174,2002,0.018
FC,174,2002,0.019
FC,174,2002,0.02
FC,174,2002,0.02
FC,174,2002,0.026
FC,174,2002,0.037
FC,174,2003,0.011
FC,174,2003,0.017
FC,174,2003,0.018
FC,174,2003,0.02
FC,174,2003,0.022
FC,174,2003,0.025
FC,174,2003,0.026
FC,174,2003,0.026
FC,174,2003,0.026
FC,174,2003,0.03
FC,174,2003,0.033
FC,174,2003,0.035
FC,174,2003,0.038
FC,174,2004,0.021
FC,174,2004,0.022
FC,174,2004,0.022
FC,174,2004,0.027
FC,174,2004,0.028
FC,174,2004,0.033
FC,174,2005,0.016
FC,174,2005,0.019
FC,174,2005,0.02
FC,174,2005,0.021
FC,174,2005,0.023
FC,174,2005,0.025
FC,174,2005,0.025
FC,174,2005,0.027
FC,174,2005,0.028
FC,174,2005,0.029
FC,174,2005,0.029
FC,174,2005,0.029
FC,174,2005,0.03
FC,174,2005,0.032
FC,174,2005,0.033
FC,174,2005,0.035
FC,174,2005,0.036
FC,174,2005,0.047
FC,174,2005,0.049
FC,174,2005,0.052
FC,174,2005,0.055
FC,174,2005,0.056
FC,174,2006,0.016
FC,174,2006,0.019
FC,174,2006,0.019
FC,174,2006,0.023
FC,174,2006,0.023
FC,174,2006,0.025
FC,174,2006,0.025
FC,174,2006,0.026
FC,174,2006,0.026
FC,174,2006,0.028
FC,174,2006,0.039
FC,174,2007,0.017
FC,174,2007,0.019
FC,174,2007,0.022
FC,174,2007,0.023
FC,174,2007,0.03
FC,174,2007,0.03
FC,174,2007,0.031
FC,174,2007,0.032
FC,174,2007,0.033
FC,174,2007,0.033
FC,174,2007,0.034
FC,174,2007,0.035
FC,174,2007,0.037
FC,174,2007,0.038
FC,174,2007,0.042
FC,174,2007,0.048
FC,174,2008,0.016
FC,174,2008,0.021
FC,174,2008,0.026
FC,174,2008,0.028
FC,174,2008,0.028
FC,174,2008,0.029
FC,174,2008,0.029
FC,174,2008,0.029
FC,174,2008,0.03
FC,174,2008,0.03
FC,174,2008,0.033
FC,174,2008,0.034
FC,174,2008,0.035
FC,174,2008,0.036
FC,174,2008,0.038
FC,174,2009,0.008
FC,174,2009,0.032
FC,174,2009,0.033
FC,174,2009,0.037
FC,174,2009,0.037
FC,174,2009,0.041
FC,174,2009,0.042
FC,174,2009,0.043
FC,174,2009,0.046
FC,174,2009,0.046
FC,174,2009,0.048
FC,174,2009,0.058
FC,174,2009,0.064
FC,174,2009,0.065
FC,174,2009,0.105
FC,174,2010,0.019
FC,174,2010,0.024
FC,174,2010,0.024
FC,174,2010,0.025
FC,174,2010,0.026
FC,174,2010,0.027
FC,174,2010,0.027
FC,174,2010,0.027
FC,174,2010,0.028
FC,174,2010,0.028
FC,174,2010,0.028
FC,174,2010,0.03
FC,174,2010,0.03
FC,174,2010,0.03
FC,174,2010,0.032
FC,174,2010,0.037
FC,174,2010,0.05
FC,174,2010,0.055
FC,174,2011,0.014
FC,174,2011,0.016
FC,174,2011,0.017
FC,174,2011,0.018
FC,174,2011,0.021
FC,174,2011,0.024
FC,174,2011,0.025
FC,174,2011,0.028
FC,174,2011,0.035
FC,174,2011,0.036
FC,174,2011,0.046
FC,174,2012,0.016
FC,174,2012,0.016
FC,174,2012,0.017
FC,174,2012,0.017
FC,174,2012,0.017
FC,174,2012,0.018
FC,174,2012,0.018
FC,174,2012,0.02
FC,174,2012,0.021
FC,174,2012,0.021
FC,174,2012,0.022
FC,174,2012,0.023
FC,174,2012,0.024
FC,174,2012,0.025
FC,174,2012,0.026
FC,174,2012,0.042
FC,174,2013,0.018
FC,174,2013,0.02
FC,174,2013,0.021
FC,174,2013,0.021
FC,174,2013,0.022
FC,174,2013,0.023
FC,174,2013,0.025
FC,174,2013,0.026
FC,174,2013,0.033
FC,174,2013,0.052
FC,174,2013,0.068
FC,174,2014,0.023
FC,174,2014,0.027
FC,174,2014,0.029
FC,174,2014,0.035
FC,174,2014,0.042
FC,174,2014,0.043
FC,174,2014,0.052
FC,174,2014,0.062
FC,174,2015,0.015
FC,174,2015,0.017
FC,174,2015,0.02
FC,174,2015,0.025
FC,174,2015,0.027
FC,174,2015,0.031
FC,174,2015,0.032
FC,174,2015,0.035
FC,174,2015,0.038
FC,174,2015,0.041
FC,174,2015,0.05
FC,174,2016,0.015
FC,174,2016,0.017
FC,174,2016,0.022
FC,174,2016,0.023
FC,174,2016,0.024
FC,174,2016,0.025
FC,174,2016,0.025
FC,174,2016,0.026
FC,174,2016,0.026
FC,174,2016,0.031
FC,174,2016,0.034
FC,174,2016,0.034
FC,174,2016,0.036
FC,174,2016,0.037
FC,174,2016,0.039
FC,174,2016,0.04
FC,174,2016,0.046
FC,174,2016,0.058
FC,174,2017,0.024
FC,174,2017,0.026
FC,174,2017,0.032
FC,174,2017,0.032
FC,174,2017,0.033
FC,174,2017,0.033
FC,174,2017,0.036
FC,174,2017,0.041
FC,174,2017,0.041
FC,174,2017,0.041
FC,174,2017,0.043
FC,174,2017,0.067
FC,174,2018,0.028
FC,174,2018,0.03
FC,174,2018,0.032
FC,174,2018,0.033
FC,174,2018,0.034
FC,174,2018,0.035
FC,174,2018,0.039
FC,174,2018,0.041
FC,174,2018,0.045
FC,174,2018,0.047
FC,174,2018,0.048
FC,174,2018,0.058
FC,174,2018,0.062
FC,174,2019,0.02
FC,174,2019,0.022
FC,174,2019,0.022
FC,174,2019,0.025
FC,174,2019,0.028
FC,174,2019,0.029
FC,174,2019,0.031
FC,174,2019,0.031
FC,174,2019,0.037
FC,174,2019,0.041
FC,174,2019,0.041
FC,174,2020,0.018
FC,174,2020,0.019
FC,174,2020,0.019
FC,174,2020,0.023
FC,174,2020,0.025
FC,174,2020,0.025
FC,174,2020,0.029
FC,174,2020,0.031
FC,174,2020,0.031
FC,174,2020,0.036
FC,174,2020,0.037
FC,174,2020,0.039
FC,174,2020,0.041
FC,174,2020,0.042
FC,174,2020,0.046
FC,174,2020,0.047
FC,174,2020,0.053
FC,175,2000,0.014
FC,175,2000,0.017
FC,175,2000,0.018
FC,175,2000,0.018
FC,175,2000,0.022
FC,175,2000,0.023
FC,175,2000,0.027
FC,175,2000,0.027
FC,175,2000,0.03
FC,175,2000,0.03
FC,175,2000,0.031
FC,175,2000,0.032
FC,175,2000,0.033
FC,175,2000,0.034
FC,175,2000,0.035
FC,175,2000,0.035
FC,175,2000,0.036
FC,175,2000,0.036
FC,175,2000,0.037
FC,175,2000,0.043
FC,175,2000,0.046
FC,175,2000,0.051
FC,175,2000,0.063
FC,175,2000,0.071
FC,175,2001,0.012
FC,175,2001,0.019
FC,175,2001,0.021
FC,175,2001,0.022
FC,175,2001,0.024
FC,175,2001,0.028
FC,175,2001,0.03
FC,175,2001,0.03
FC,175,2001,0.03
FC,175,2001,0.031
FC,175,2001,0.033
FC,175,2001,0.034
FC,175,2001,0.035
FC,175,2001,0.036
FC,175,2001,0.037
FC,175,2001,0.044
FC,175,2001,0.044
FC,175,2001,0.047
FC,175,2001,0.048
FC,175,2001,0.049
FC,175,2001,0.051
FC,175,2001,0.054
FC,175,2001,0.058
FC,175,2001,0.067
FC,175,2001,0.087
FC,175,2001,0.102
FC,175,2002,0.017
FC,175,2002,0.019
FC,175,2002,0.021
FC,175,2002,0.023
FC,175,2002,0.024
FC,175,2002,0.026
FC,175,2002,0.026
FC,175,2002,0.027
FC,175,2002,0.027
FC,175,2002,0.027
FC,175,2002,0.031
FC,175,2002,0.031
FC,175,2002,0.035
FC,175,2002,0.037
FC,175,2002,0.038
FC,175,2002,0.039
FC,175,2002,0.046
FC,175,2002,0.048
FC,175,2002,0.05
FC,175,2002,0.051
FC,175,2002,0.054
FC,175,2003,0.014
FC,175,2003,0.015
FC,175,2003,0.015
FC,175,2003,0.016
FC,175,2003,0.021
FC,175,2003,0.023
FC,175,2003,0.023
FC,175,2003,0.025
FC,175,2003,0.025
FC,175,2003,0.027
FC,175,2003,0.027
FC,175,2003,0.027
FC,175,2003,0.031
FC,175,2003,0.032
FC,175,2003,0.032
FC,175,2003,0.034
FC,175,2003,0.035
FC,175,2003,0.037
FC,175,2003,0.038
FC,175,2003,0.039
FC,175,2003,0.04
FC,175,2003,0.04
FC,175,2003,0.041
FC,175,2003,0.043
FC,175,2003,0.044
FC,175,2003,0.064
FC,175,2004,0.018
FC,175,2004,0.022
FC,175,2004,0.025
FC,175,2004,0.025
FC,175,2004,0.026
FC,175,2004,0.027
FC,175,2004,0.028
FC,175,2004,0.028
FC,175,2004,0.028
FC,175,2004,0.029
FC,175,2004,0.029
FC,175,2004,0.03
FC,175,2004,0.034
FC,175,2004,0.034
FC,175,2004,0.036
FC,175,2004,0.042
FC,175,2004,0.043
FC,175,2004,0.045
FC,175,2004,0.05
FC,175,2004,0.05
FC,175,2004,0.055
FC,175,2004,0.057
FC,175,2004,0.058
FC,175,2004,0.067
FC,175,2004,0.071
FC,175,2005,0.018
FC,175,2005,0.02
FC,175,2005,0.02
FC,175,2005,0.023
FC,175,2005,0.026
FC,175,2005,0.027
FC,175,2005,0.03
FC,175,2005,0.031
FC,175,2005,0.032
FC,175,2005,0.033
FC,175,2005,0.034
FC,175,2005,0.034
FC,175,2005,0.035
FC,175,2005,0.036
FC,175,2005,0.038
FC,175,2005,0.039
FC,175,2005,0.041
FC,175,2005,0.042
FC,175,2005,0.042
FC,175,2005,0.043
FC,175,2005,0.045
FC,175,2005,0.048
FC,175,2005,0.051
FC,175,2005,0.052
FC,175,2005,0.052
FC,175,2005,0.052
