site,tree,Year,Area
HM1,112,2004,0.038
HM1,112,2004,0.038
HM1,112,2005,0.019
HM1,112,2005,0.021
HM1,112,2005,0.026
HM1,112,2005,0.031
HM1,112,2005,0.032
HM1,112,2005,0.033
HM1,112,2005,0.034
HM1,112,2005,0.035
HM1,112,2006,0
HM1,112,2007,0.018
HM1,112,2007,0.018
HM1,112,2007,0.027
HM1,112,2007,0.029
HM1,112,2007,0.036
HM1,112,2007,0.04
HM1,112,2007,0.041
HM1,112,2007,0.042
HM1,112,2007,0.054
HM1,112,2008,0.016
HM1,112,2008,0.021
HM1,112,2008,0.023
HM1,112,2008,0.023
HM1,112,2008,0.041
HM1,112,2008,0.045
HM1,112,2009,0.029
HM1,112,2009,0.032
HM1,112,2009,0.036
HM1,112,2009,0.044
HM1,112,2009,0.045
HM1,112,2009,0.054
HM1,112,2010,0.019
HM1,112,2010,0.021
HM1,112,2010,0.022
HM1,112,2010,0.023
HM1,112,2010,0.025
HM1,112,2010,0.029
HM1,112,2010,0.029
HM1,112,2010,0.031
HM1,112,2010,0.031
HM1,112,2010,0.034
HM1,112,2010,0.035
HM1,112,2011,0
HM1,112,2012,0.02
HM1,112,2012,0.03
HM1,112,2013,0.014
HM1,112,2013,0.015
HM1,112,2013,0.019
HM1,112,2013,0.02
HM1,112,2013,0.022
HM1,112,2013,0.024
HM1,112,2013,0.025
HM1,112,2013,0.026
HM1,112,2013,0.026
HM1,112,2013,0.028
HM1,112,2013,0.031
HM1,112,2013,0.031
HM1,112,2014,0.018
HM1,112,2014,0.042
HM1,112,2014,0.046
HM1,112,2015,0.019
HM1,112,2015,0.028
HM1,112,2015,0.028
HM1,112,2015,0.029
HM1,112,2015,0.042
HM1,112,2016,0.007
HM1,112,2016,0.01
HM1,112,2016,0.018
HM1,112,2016,0.019
HM1,112,2016,0.021
HM1,112,2016,0.03
HM1,112,2016,0.03
HM1,112,2016,0.032
HM1,112,2016,0.032
HM1,112,2016,0.032
HM1,112,2016,0.034
HM1,112,2016,0.036
HM1,112,2016,0.038
HM1,112,2016,0.044
HM1,112,2016,0.053
HM1,112,2017,0.032
HM1,112,2018,0.019
HM1,112,2018,0.021
HM1,112,2018,0.021
HM1,112,2018,0.022
HM1,112,2018,0.025
HM1,112,2018,0.028
HM1,112,2018,0.032
HM1,112,2018,0.033
HM1,112,2018,0.034
HM1,112,2019,0.014
HM1,112,2019,0.019
HM1,112,2019,0.026
HM1,112,2019,0.041
HM1,112,2020,0.017
HM1,112,2020,0.025
HM1,112,2020,0.027
HM1,112,2020,0.028
HM1,112,2020,0.028
HM1,112,2020,0.037
HM1,136,2000,0.019
HM1,136,2000,0.02
HM1,136,2000,0.023
HM1,136,2000,0.028
HM1,136,2000,0.031
HM1,136,2000,0.032
HM1,136,2000,0.032
HM1,136,2000,0.036
HM1,136,2000,0.037
HM1,136,2000,0.038
HM1,136,2000,0.039
HM1,136,2000,0.041
HM1,136,2000,0.046
HM1,136,2000,0.048
HM1,136,2000,0.053
HM1,136,2000,0.06
HM1,136,2001,0.021
HM1,136,2001,0.021
HM1,136,2001,0.022
HM1,136,2001,0.024
HM1,136,2001,0.024
HM1,136,2001,0.025
HM1,136,2001,0.025
HM1,136,2001,0.026
HM1,136,2001,0.027
HM1,136,2001,0.027
HM1,136,2001,0.031
HM1,136,2001,0.033
HM1,136,2001,0.037
HM1,136,2002,0
HM1,136,2003,0.02
HM1,136,2003,0.021
HM1,136,2003,0.027
HM1,136,2003,0.028
HM1,136,2003,0.03
HM1,136,2003,0.048
HM1,136,2003,0.055
HM1,136,2004,0.01
HM1,136,2004,0.014
HM1,136,2004,0.015
HM1,136,2005,0.01
HM1,136,2006,0
HM1,136,2007,0
HM1,136,2008,0.012
HM1,136,2009,0.012
HM1,136,2009,0.015
HM1,136,2009,0.021
HM1,136,2009,0.032
HM1,136,2010,0.011
HM1,136,2010,0.014
HM1,136,2011,0.013
HM1,136,2012,0.015
HM1,136,2012,0.021
HM1,136,2012,0.023
HM1,136,2012,0.033
HM1,136,2013,0
HM1,136,2014,0.014
HM1,136,2014,0.018
HM1,136,2014,0.019
HM1,136,2014,0.024
HM1,136,2015,0
HM1,136,2016,0.012
HM1,136,2016,0.023
HM1,136,2016,0.023
HM1,136,2016,0.032
HM1,136,2016,0.034
HM1,136,2017,0.012
HM1,136,2017,0.014
HM1,136,2017,0.017
HM1,136,2017,0.017
HM1,136,2017,0.043
HM1,136,2018,0
HM1,136,2019,0.011
HM1,136,2020,0.009
HM1,136,2020,0.013
HM1,136,2020,0.021
HM1,137,2000,0.017
HM1,137,2000,0.018
HM1,137,2000,0.019
HM1,137,2000,0.022
HM1,137,2000,0.025
HM1,137,2000,0.025
HM1,137,2000,0.025
HM1,137,2000,0.026
HM1,137,2000,0.029
HM1,137,2000,0.032
HM1,137,2000,0.036
HM1,137,2000,0.039
HM1,137,2000,0.04
HM1,137,2001,0.018
HM1,137,2001,0.02
HM1,137,2001,0.022
HM1,137,2001,0.022
HM1,137,2001,0.022
HM1,137,2001,0.023
HM1,137,2001,0.023
HM1,137,2001,0.024
HM1,137,2001,0.025
HM1,137,2001,0.026
HM1,137,2001,0.026
HM1,137,2001,0.027
HM1,137,2001,0.028
HM1,137,2001,0.03
HM1,137,2001,0.034
HM1,137,2001,0.035
HM1,137,2001,0.036
HM1,137,2001,0.037
HM1,137,2001,0.041
HM1,137,2001,0.09
HM1,137,2002,0
HM1,137,2003,0.007
HM1,137,2003,0.008
HM1,137,2003,0.012
HM1,137,2003,0.013
HM1,137,2003,0.015
HM1,137,2003,0.016
HM1,137,2003,0.016
HM1,137,2003,0.017
HM1,137,2003,0.017
HM1,137,2003,0.019
HM1,137,2003,0.019
HM1,137,2003,0.02
HM1,137,2003,0.021
HM1,137,2003,0.022
HM1,137,2003,0.022
HM1,137,2003,0.022
HM1,137,2003,0.024
HM1,137,2003,0.028
HM1,137,2003,0.03
HM1,137,2003,0.032
HM1,137,2004,0.01
HM1,137,2004,0.012
HM1,137,2004,0.014
HM1,137,2004,0.02
HM1,137,2004,0.022
HM1,137,2004,0.022
HM1,137,2004,0.023
HM1,137,2004,0.025
HM1,137,2004,0.029
HM1,137,2004,0.033
HM1,137,2005,0.008
HM1,137,2005,0.014
HM1,137,2005,0.015
HM1,137,2005,0.017
HM1,137,2005,0.021
HM1,137,2006,0.012
HM1,137,2006,0.015
HM1,137,2006,0.016
HM1,137,2006,0.018
HM1,137,2006,0.019
HM1,137,2006,0.02
HM1,137,2006,0.02
HM1,137,2006,0.024
HM1,137,2006,0.025
HM1,137,2006,0.025
HM1,137,2006,0.027
HM1,137,2007,0
HM1,137,2008,0.01
HM1,137,2008,0.012
HM1,137,2008,0.014
HM1,137,2008,0.014
HM1,137,2008,0.015
HM1,137,2008,0.017
HM1,137,2008,0.021
HM1,137,2008,0.034
HM1,137,2009,0.007
HM1,137,2009,0.013
HM1,137,2009,0.016
HM1,137,2009,0.017
HM1,137,2009,0.018
HM1,137,2009,0.018
HM1,137,2009,0.019
HM1,137,2009,0.02
HM1,137,2009,0.026
HM1,137,2010,0
HM1,137,2011,0.013
HM1,137,2011,0.016
HM1,137,2011,0.017
HM1,137,2011,0.019
HM1,137,2011,0.027
HM1,137,2012,0.007
HM1,137,2012,0.01
HM1,137,2012,0.013
HM1,137,2012,0.015
HM1,137,2012,0.015
HM1,137,2012,0.015
HM1,137,2012,0.018
HM1,137,2012,0.019
HM1,137,2012,0.02
HM1,137,2012,0.022
HM1,137,2012,0.025
HM1,137,2013,0.009
HM1,137,2013,0.016
HM1,137,2013,0.018
HM1,137,2013,0.019
HM1,137,2013,0.022
HM1,137,2013,0.024
HM1,137,2014,0.014
HM1,137,2015,0.009
HM1,137,2015,0.011
HM1,137,2015,0.014
HM1,137,2015,0.015
HM1,137,2015,0.018
HM1,137,2015,0.033
HM1,137,2016,0.008
HM1,137,2016,0.009
HM1,137,2016,0.017
HM1,137,2016,0.017
HM1,137,2016,0.018
HM1,137,2016,0.019
HM1,137,2016,0.019
HM1,137,2016,0.019
HM1,137,2016,0.02
HM1,137,2016,0.02
HM1,137,2016,0.02
HM1,137,2016,0.022
HM1,137,2016,0.022
HM1,137,2016,0.023
HM1,137,2016,0.024
HM1,137,2016,0.028
HM1,137,2016,0.032
HM1,137,2016,0.037
HM1,137,2017,0
HM1,137,2018,0.008
HM1,137,2018,0.014
HM1,137,2018,0.02
HM1,137,2018,0.021
HM1,137,2018,0.023
HM1,137,2018,0.024
HM1,137,2018,0.027
HM1,137,2018,0.028
HM1,137,2019,0.011
HM1,137,2019,0.013
HM1,137,2019,0.015
HM1,137,2019,0.015
HM1,137,2019,0.017
HM1,137,2019,0.02
HM1,137,2019,0.02
HM1,137,2019,0.022
HM1,137,2020,0.011
HM1,137,2020,0.012
HM1,137,2020,0.012
HM1,137,2020,0.012
HM1,137,2020,0.017
HM1,137,2020,0.027
HM1,137,2020,0.034
HM1,138,2007,0.017
HM1,138,2007,0.02
HM1,138,2007,0.026
HM1,138,2007,0.031
HM1,138,2008,0
HM1,138,2009,0.012
HM1,138,2009,0.019
HM1,138,2010,0.012
HM1,138,2010,0.013
HM1,138,2010,0.028
HM1,138,2010,0.037
HM1,138,2011,0.014
HM1,138,2012,0.018
HM1,138,2012,0.018
HM1,138,2012,0.021
HM1,138,2012,0.032
HM1,138,2013,0.02
HM1,138,2013,0.047
HM1,138,2014,0.035
HM1,138,2015,0.024
HM1,138,2015,0.032
HM1,138,2016,0.01
HM1,138,2016,0.01
HM1,138,2016,0.017
HM1,138,2016,0.02
HM1,138,2016,0.021
HM1,138,2016,0.024
HM1,138,2016,0.027
HM1,138,2016,0.028
HM1,138,2017,0.016
HM1,138,2017,0.022
HM1,138,2018,0.027
HM1,138,2018,0.033
HM1,138,2018,0.048
HM1,138,2019,0.02
HM1,138,2019,0.023
HM1,138,2019,0.028
HM1,138,2019,0.031
HM1,138,2020,0.018
HM1,138,2020,0.019
HM1,138,2020,0.02
HM1,138,2020,0.02
HM1,138,2020,0.021
HM1,138,2020,0.025
HM1,138,2020,0.033
HM1,138,2020,0.04
HM6,139,2000,0.018
HM6,139,2000,0.018
HM6,139,2000,0.018
HM6,139,2000,0.019
HM6,139,2000,0.025
HM6,139,2000,0.025
HM6,139,2000,0.027
HM6,139,2001,0.011
HM6,139,2001,0.016
HM6,139,2001,0.016
HM6,139,2001,0.017
HM6,139,2001,0.017
HM6,139,2001,0.017
HM6,139,2001,0.017
HM6,139,2001,0.017
HM6,139,2001,0.017
HM6,139,2001,0.018
HM6,139,2001,0.019
HM6,139,2002,0.026
HM6,139,2003,0.013
HM6,139,2003,0.014
HM6,139,2003,0.015
HM6,139,2003,0.015
HM6,139,2003,0.016
HM6,139,2003,0.019
HM6,139,2004,0.02
HM6,139,2004,0.023
HM6,139,2004,0.029
HM6,139,2004,0.033
HM6,139,2005,0.017
HM6,139,2005,0.02
HM6,139,2005,0.02
HM6,139,2005,0.02
HM6,139,2005,0.021
HM6,139,2005,0.022
HM6,139,2005,0.026
HM6,139,2005,0.031
HM6,139,2005,0.032
HM6,139,2005,0.042
HM6,139,2006,0.01
HM6,139,2006,0.012
HM6,139,2006,0.012
HM6,139,2006,0.013
HM6,139,2006,0.028
HM6,139,2007,0.012
HM6,139,2007,0.013
HM6,139,2007,0.014
HM6,139,2007,0.014
HM6,139,2007,0.015
HM6,139,2007,0.016
HM6,139,2007,0.018
HM6,139,2007,0.02
HM6,139,2007,0.02
HM6,139,2007,0.023
HM6,139,2007,0.023
HM6,139,2007,0.025
HM6,139,2007,0.026
HM6,139,2007,0.034
HM6,139,2008,0.018
HM6,139,2008,0.018
HM6,139,2008,0.019
HM6,139,2008,0.019
HM6,139,2008,0.02
HM6,139,2008,0.021
HM6,139,2008,0.022
HM6,139,2008,0.022
HM6,139,2009,0.01
HM6,139,2009,0.019
HM6,139,2009,0.02
HM6,139,2009,0.022
HM6,139,2009,0.024
HM6,139,2009,0.025
HM6,139,2009,0.025
HM6,139,2009,0.027
HM6,139,2009,0.028
HM6,139,2009,0.032
HM6,139,2009,0.033
HM6,139,2009,0.035
HM6,139,2009,0.039
HM6,139,2009,0.039
HM6,139,2009,0.041
HM6,139,2010,0.015
HM6,139,2010,0.016
HM6,139,2010,0.016
HM6,139,2010,0.018
HM6,139,2010,0.018
HM6,139,2010,0.025
HM6,139,2010,0.027
HM6,139,2010,0.027
HM6,139,2010,0.029
HM6,139,2010,0.03
HM6,139,2010,0.033
HM6,139,2010,0.045
HM6,139,2011,0.008
HM6,139,2011,0.015
HM6,139,2011,0.023
HM6,139,2011,0.026
HM6,139,2011,0.027
HM6,139,2011,0.027
HM6,139,2011,0.029
HM6,139,2011,0.03
HM6,139,2011,0.037
HM6,139,2012,0.017
HM6,139,2012,0.017
HM6,139,2012,0.018
HM6,139,2012,0.018
HM6,139,2012,0.019
HM6,139,2012,0.019
HM6,139,2012,0.02
HM6,139,2012,0.02
HM6,139,2012,0.022
HM6,139,2012,0.022
HM6,139,2012,0.023
HM6,139,2012,0.024
HM6,139,2012,0.024
HM6,139,2012,0.024
HM6,139,2012,0.027
HM6,139,2012,0.032
HM6,139,2012,0.043
HM6,139,2013,0.021
HM6,139,2013,0.023
HM6,139,2013,0.025
HM6,139,2013,0.026
HM6,139,2013,0.028
HM6,139,2013,0.029
HM6,139,2013,0.032
HM6,139,2013,0.065
HM6,139,2014,0.013
HM6,139,2014,0.015
HM6,139,2014,0.019
HM6,139,2014,0.022
HM6,139,2014,0.023
HM6,139,2014,0.024
HM6,139,2014,0.025
HM6,139,2014,0.026
HM6,139,2014,0.026
HM6,139,2014,0.027
HM6,139,2014,0.029
HM6,139,2014,0.032
HM6,139,2014,0.039
HM6,139,2014,0.04
HM6,139,2015,0.011
HM6,139,2015,0.018
HM6,139,2015,0.018
HM6,139,2015,0.019
HM6,139,2015,0.023
HM6,139,2015,0.024
HM6,139,2015,0.025
HM6,139,2015,0.025
HM6,139,2015,0.026
HM6,139,2015,0.027
HM6,139,2015,0.027
HM6,139,2015,0.027
HM6,139,2015,0.031
HM6,139,2015,0.035
HM6,139,2016,0.015
HM6,139,2016,0.016
HM6,139,2016,0.021
HM6,139,2016,0.022
HM6,139,2016,0.022
HM6,139,2016,0.023
HM6,139,2016,0.023
HM6,139,2016,0.023
HM6,139,2016,0.025
HM6,139,2016,0.026
HM6,139,2016,0.028
HM6,139,2016,0.03
HM6,139,2016,0.04
HM6,139,2016,0.043
HM6,139,2016,0.043
HM6,139,2016,0.049
HM6,139,2017,0.018
HM6,139,2017,0.026
HM6,139,2017,0.028
HM6,139,2017,0.029
HM6,139,2017,0.037
HM6,139,2017,0.037
HM6,139,2017,0.043
HM6,139,2017,0.045
HM6,139,2017,0.047
HM6,139,2018,0.013
HM6,139,2018,0.021
HM6,139,2018,0.022
HM6,139,2018,0.023
HM6,139,2018,0.023
HM6,139,2018,0.026
HM6,139,2018,0.026
HM6,139,2018,0.027
HM6,139,2018,0.028
HM6,139,2018,0.029
HM6,139,2018,0.036
HM6,139,2018,0.038
HM6,139,2018,0.04
HM6,139,2018,0.043
HM6,139,2019,0.015
HM6,139,2019,0.017
HM6,139,2019,0.019
HM6,139,2019,0.02
HM6,139,2019,0.023
HM6,139,2019,0.026
HM6,139,2019,0.029
HM6,139,2019,0.029
HM6,139,2019,0.032
HM6,139,2019,0.038
HM6,139,2019,0.044
HM6,139,2020,0.013
HM6,139,2020,0.018
HM6,139,2020,0.023
HM6,139,2020,0.024
HM6,139,2020,0.027
HM6,139,2020,0.027
HM6,139,2020,0.027
HM6,139,2020,0.027
HM6,139,2020,0.029
HM6,139,2020,0.032
HM6,139,2020,0.04
HM6,139,2020,0.043
HM6,139,2020,0.048
HM6,139,2020,0.049
HM6,140,2000,0.011
HM6,140,2000,0.014
HM6,140,2000,0.015
HM6,140,2000,0.016
HM6,140,2000,0.017
HM6,140,2000,0.019
HM6,140,2000,0.021
HM6,140,2000,0.023
HM6,140,2000,0.025
HM6,140,2000,0.027
HM6,140,2000,0.028
HM6,140,2000,0.03
HM6,140,2000,0.031
HM6,140,2000,0.032
HM6,140,2001,0.011
HM6,140,2001,0.012
HM6,140,2001,0.013
HM6,140,2001,0.014
HM6,140,2001,0.016
HM6,140,2001,0.016
HM6,140,2001,0.017
HM6,140,2001,0.017
HM6,140,2001,0.018
HM6,140,2001,0.02
HM6,140,2001,0.021
HM6,140,2001,0.022
HM6,140,2001,0.023
HM6,140,2001,0.023
HM6,140,2001,0.025
HM6,140,2001,0.025
HM6,140,2002,0.015
HM6,140,2003,0.018
HM6,140,2004,0.022
HM6,140,2004,0.022
HM6,140,2004,0.024
HM6,140,2004,0.027
HM6,140,2004,0.051
HM6,140,2005,0.014
HM6,140,2005,0.016
HM6,140,2005,0.018
HM6,140,2005,0.03
HM6,140,2005,0.032
HM6,140,2005,0.032
HM6,140,2005,0.033
HM6,140,2005,0.034
HM6,140,2005,0.041
HM6,140,2006,0
HM6,140,2007,0.017
HM6,140,2007,0.018
HM6,140,2007,0.018
HM6,140,2007,0.02
HM6,140,2007,0.021
HM6,140,2007,0.022
HM6,140,2007,0.023
HM6,140,2007,0.025
HM6,140,2007,0.025
HM6,140,2007,0.027
HM6,140,2007,0.027
HM6,140,2007,0.029
HM6,140,2007,0.03
HM6,140,2007,0.032
HM6,140,2008,0.011
HM6,140,2008,0.013
HM6,140,2008,0.013
HM6,140,2008,0.014
HM6,140,2008,0.014
HM6,140,2008,0.015
HM6,140,2008,0.018
HM6,140,2008,0.018
HM6,140,2008,0.019
HM6,140,2008,0.019
HM6,140,2008,0.024
HM6,140,2008,0.025
HM6,140,2008,0.041
HM6,140,2009,0.01
HM6,140,2009,0.015
HM6,140,2009,0.02
HM6,140,2009,0.021
HM6,140,2009,0.021
HM6,140,2009,0.021
HM6,140,2009,0.021
HM6,140,2009,0.022
HM6,140,2009,0.023
HM6,140,2009,0.024
HM6,140,2009,0.025
HM6,140,2009,0.027
HM6,140,2009,0.028
HM6,140,2009,0.03
HM6,140,2010,0.008
HM6,140,2010,0.012
HM6,140,2010,0.014
HM6,140,2010,0.015
HM6,140,2010,0.016
HM6,140,2010,0.017
HM6,140,2010,0.017
HM6,140,2010,0.018
HM6,140,2010,0.018
HM6,140,2010,0.019
HM6,140,2010,0.019
HM6,140,2010,0.02
HM6,140,2010,0.02
HM6,140,2010,0.021
HM6,140,2010,0.021
HM6,140,2010,0.021
HM6,140,2011,0.009
HM6,140,2011,0.009
HM6,140,2011,0.011
HM6,140,2011,0.013
HM6,140,2011,0.014
HM6,140,2011,0.015
HM6,140,2011,0.016
HM6,140,2011,0.017
HM6,140,2011,0.017
HM6,140,2011,0.019
HM6,140,2011,0.019
HM6,140,2011,0.02
HM6,140,2011,0.024
HM6,140,2012,0.015
HM6,140,2012,0.015
HM6,140,2012,0.016
HM6,140,2012,0.017
HM6,140,2012,0.017
HM6,140,2012,0.022
HM6,140,2012,0.024
HM6,140,2012,0.024
HM6,140,2012,0.027
HM6,140,2013,0.017
HM6,140,2013,0.019
HM6,140,2013,0.019
HM6,140,2013,0.02
HM6,140,2014,0.013
HM6,140,2014,0.014
HM6,140,2014,0.014
HM6,140,2014,0.022
HM6,140,2014,0.024
HM6,140,2015,0.013
HM6,140,2015,0.013
HM6,140,2015,0.017
HM6,140,2015,0.018
HM6,140,2015,0.019
HM6,140,2015,0.019
HM6,140,2015,0.019
HM6,140,2015,0.02
HM6,140,2016,0.015
HM6,140,2016,0.016
HM6,140,2016,0.017
HM6,140,2016,0.019
HM6,140,2016,0.019
HM6,140,2016,0.022
HM6,140,2016,0.023
HM6,140,2016,0.023
HM6,140,2016,0.026
HM6,140,2017,0.016
HM6,140,2017,0.017
HM6,140,2017,0.018
HM6,140,2017,0.02
HM6,140,2017,0.022
HM6,140,2018,0.012
HM6,140,2018,0.014
HM6,140,2018,0.014
HM6,140,2018,0.014
HM6,140,2018,0.015
HM6,140,2018,0.016
HM6,140,2018,0.018
HM6,140,2018,0.018
HM6,140,2018,0.021
HM6,140,2019,0.012
HM6,140,2019,0.014
HM6,140,2019,0.015
HM6,140,2019,0.015
HM6,140,2019,0.019
HM6,140,2019,0.019
HM6,140,2020,0.009
HM6,140,2020,0.023
HM6,140,2020,0.025
HM6,140,2020,0.025
HM6,140,2020,0.044
HM6,141,2000,0.036
HM6,141,2000,0.056
HM6,141,2001,0.016
HM6,141,2001,0.026
HM6,141,2002,0.02
HM6,141,2002,0.027
HM6,141,2002,0.042
HM6,141,2003,0.014
HM6,141,2003,0.019
HM6,141,2004,0.014
HM6,141,2005,0.008
HM6,141,2005,0.01
HM6,141,2005,0.021
HM6,141,2005,0.028
HM6,141,2006,0.007
HM6,141,2007,0.012
HM6,141,2007,0.018
HM6,141,2007,0.023
HM6,141,2007,0.024
HM6,141,2007,0.024
HM6,141,2007,0.024
HM6,141,2007,0.024
HM6,141,2007,0.026
HM6,141,2007,0.027
HM6,141,2007,0.029
HM6,141,2008,0.016
HM6,141,2008,0.031
HM6,141,2009,0.032
HM6,141,2010,0.013
HM6,141,2010,0.015
HM6,141,2010,0.015
HM6,141,2010,0.02
HM6,141,2010,0.025
HM6,141,2011,0.02
HM6,141,2011,0.02
HM6,141,2011,0.02
HM6,141,2011,0.022
HM6,141,2011,0.031
HM6,141,2012,0.019
HM6,141,2012,0.019
HM6,141,2012,0.022
HM6,141,2012,0.022
HM6,141,2013,0.015
HM6,141,2013,0.018
HM6,141,2014,0.006
HM6,141,2014,0.007
HM6,141,2014,0.026
HM6,141,2015,0.021
HM6,141,2015,0.027
HM6,141,2015,0.05
HM6,141,2016,0.01
HM6,141,2016,0.01
HM6,141,2016,0.013
HM6,141,2016,0.019
HM6,141,2016,0.026
HM6,141,2017,0.004
HM6,141,2017,0.01
HM6,141,2017,0.023
HM6,141,2017,0.026
HM6,141,2018,0.012
HM6,141,2019,0.039
HM6,141,2020,0.017
HM6,141,2020,0.018
HM6,141,2020,0.035
HM6,152,2000,0.022
HM6,152,2000,0.025
HM6,152,2000,0.035
HM6,152,2001,0.017
HM6,152,2001,0.017
HM6,152,2001,0.018
HM6,152,2001,0.018
HM6,152,2001,0.021
HM6,152,2001,0.025
HM6,152,2001,0.025
HM6,152,2001,0.029
HM6,152,2001,0.035
HM6,152,2001,0.042
HM6,152,2002,0.011
HM6,152,2002,0.018
HM6,152,2003,0.016
HM6,152,2003,0.018
HM6,152,2003,0.023
HM6,152,2004,0.007
HM6,152,2004,0.013
HM6,152,2004,0.019
HM6,152,2004,0.019
HM6,152,2004,0.02
HM6,152,2004,0.02
HM6,152,2004,0.022
HM6,152,2004,0.023
HM6,152,2004,0.024
HM6,152,2004,0.026
HM6,152,2004,0.027
HM6,152,2004,0.03
HM6,152,2004,0.058
HM6,152,2005,0.012
HM6,152,2005,0.015
HM6,152,2005,0.016
HM6,152,2005,0.017
HM6,152,2005,0.021
HM6,152,2005,0.028
HM6,152,2006,0.013
HM6,152,2006,0.014
HM6,152,2006,0.016
HM6,152,2006,0.019
HM6,152,2007,0.021
HM6,152,2007,0.025
HM6,152,2007,0.03
HM6,152,2007,0.031
HM6,152,2007,0.031
HM6,152,2007,0.033
HM6,152,2007,0.033
HM6,152,2007,0.034
HM6,152,2007,0.035
HM6,152,2007,0.038
HM6,152,2007,0.038
HM6,152,2007,0.041
HM6,152,2007,0.042
HM6,152,2007,0.045
HM6,152,2007,0.045
HM6,152,2007,0.047
HM6,152,2008,0.016
HM6,152,2008,0.02
HM6,152,2008,0.021
HM6,152,2008,0.025
HM6,152,2008,0.026
HM6,152,2008,0.027
HM6,152,2008,0.027
HM6,152,2009,0.018
HM6,152,2009,0.022
HM6,152,2009,0.023
HM6,152,2009,0.024
HM6,152,2009,0.028
HM6,152,2009,0.029
HM6,152,2009,0.03
HM6,152,2009,0.031
HM6,152,2009,0.033
HM6,152,2009,0.033
HM6,152,2009,0.033
HM6,152,2009,0.034
HM6,152,2009,0.035
HM6,152,2009,0.042
HM6,152,2010,0.021
HM6,152,2010,0.021
HM6,152,2010,0.023
HM6,152,2010,0.025
HM6,152,2010,0.026
HM6,152,2010,0.027
HM6,152,2010,0.028
HM6,152,2010,0.028
HM6,152,2010,0.03
HM6,152,2010,0.033
HM6,152,2010,0.034
HM6,152,2011,0.013
HM6,152,2011,0.016
HM6,152,2011,0.019
HM6,152,2011,0.019
HM6,152,2011,0.02
HM6,152,2012,0.013
HM6,152,2012,0.016
HM6,152,2012,0.017
HM6,152,2012,0.018
HM6,152,2012,0.018
HM6,152,2012,0.019
HM6,152,2012,0.02
HM6,152,2012,0.021
HM6,152,2012,0.022
HM6,152,2012,0.022
HM6,152,2013,0.012
HM6,152,2013,0.016
HM6,152,2013,0.016
HM6,152,2013,0.019
HM6,152,2013,0.019
HM6,152,2013,0.02
HM6,152,2013,0.02
HM6,152,2013,0.04
HM6,152,2014,0.009
HM6,152,2014,0.012
HM6,152,2014,0.012
HM6,152,2014,0.015
HM6,152,2014,0.017
HM6,152,2015,0.015
HM6,152,2015,0.018
HM6,152,2015,0.023
HM6,152,2015,0.025
HM6,152,2015,0.026
HM6,152,2015,0.027
HM6,152,2015,0.035
HM6,152,2015,0.037
HM6,152,2016,0.014
HM6,152,2016,0.016
HM6,152,2016,0.02
HM6,152,2016,0.022
HM6,152,2016,0.022
HM6,152,2016,0.026
HM6,152,2017,0.02
HM6,152,2017,0.021
HM6,152,2017,0.027
HM6,152,2017,0.027
HM6,152,2017,0.03
HM6,152,2017,0.032
HM6,152,2017,0.036
HM6,152,2017,0.036
HM6,152,2018,0.015
HM6,152,2018,0.033
HM6,152,2019,0.016
HM6,152,2019,0.017
HM6,152,2019,0.019
HM6,152,2019,0.021
HM6,152,2019,0.027
HM6,152,2019,0.028
HM6,152,2019,0.028
HM6,152,2019,0.031
HM6,152,2019,0.034
HM6,152,2019,0.051
HM6,152,2020,0.013
HM6,152,2020,0.015
HM6,152,2020,0.025
HM6,152,2020,0.025
HM6,152,2020,0.029
HM6,152,2020,0.032
HM6,153,2000,0.018
HM6,153,2000,0.019
HM6,153,2000,0.021
HM6,153,2000,0.022
HM6,153,2000,0.022
HM6,153,2000,0.023
HM6,153,2000,0.024
HM6,153,2000,0.024
HM6,153,2000,0.024
HM6,153,2000,0.025
HM6,153,2000,0.025
HM6,153,2000,0.027
HM6,153,2000,0.028
HM6,153,2000,0.029
HM6,153,2000,0.034
HM6,153,2000,0.036
HM6,153,2000,0.037
HM6,153,2000,0.039
HM6,153,2000,0.044
HM6,153,2000,0.047
HM6,153,2001,0.014
HM6,153,2001,0.016
HM6,153,2001,0.016
HM6,153,2001,0.018
HM6,153,2001,0.019
HM6,153,2001,0.019
HM6,153,2001,0.021
HM6,153,2001,0.024
HM6,153,2001,0.024
HM6,153,2001,0.025
HM6,153,2001,0.025
HM6,153,2001,0.025
HM6,153,2001,0.026
HM6,153,2001,0.027
HM6,153,2001,0.027
HM6,153,2001,0.032
HM6,153,2001,0.033
HM6,153,2001,0.034
HM6,153,2001,0.034
HM6,153,2001,0.039
HM6,153,2001,0.042
HM6,153,2001,0.051
HM6,153,2002,0.007
HM6,153,2002,0.014
HM6,153,2003,0.014
HM6,153,2003,0.014
HM6,153,2003,0.015
HM6,153,2003,0.02
HM6,153,2003,0.029
HM6,153,2004,0.012
HM6,153,2004,0.017
HM6,153,2004,0.02
HM6,153,2004,0.022
HM6,153,2004,0.025
HM6,153,2005,0.01
HM6,153,2005,0.014
HM6,153,2005,0.015
HM6,153,2005,0.015
HM6,153,2005,0.016
HM6,153,2005,0.017
HM6,153,2005,0.018
HM6,153,2005,0.019
HM6,153,2005,0.019
HM6,153,2005,0.024
HM6,153,2005,0.025
HM6,153,2005,0.029
HM6,153,2005,0.032
HM6,153,2005,0.038
